회원, 동맹 공헌 랭킹, 본 서버 공헌 랭킹, 공헌이번 주, 전공이번 주, 협공이번 주, 기부이번 주, 공헌총량, 전공총량, 협공총량, 기부총량, 세력치, 소속 주, 그룹
김크니, 8, 136, 6814278, 822, 6351, 0, 11681672, 822, 6701, 0, 13038, 강하, 신의악단
锋투, 19, 248, 6807354, 16, 4700, 0, 14660198, 16, 4700, 20169, 16010, 강동, 그룹 없음
緣주, 178, 1103, 6601946, 36, 1015, 0, 15116439, 36, 1015, 0, 16080, 강동, 인연別
活새로, 20, 249, 6583611, 0, 7406, 0, 11189892, 0, 7406, 21446, 12270, 강동, 신의악단
아련한농부, 165, 1022, 6431235, 0, 2541, 0, 11741223, 0, 2891, 21204, 15060, 강동, 그룹 없음
태리농부, 112, 736, 6403491, 0, 5362, 0, 11495865, 0, 5712, 20799, 14810, 강동, 그룹 없음
緣동자, 143, 905, 6240598, 0, 3233, 0, 10797931, 0, 3233, 0, 13410, 강동, 인연別
锋두르, 110, 731, 6194813, 0, 4676, 0, 11666719, 0, 4676, 10862, 14270, 강동, 그룹 없음
無限조운, 94, 646, 6181974, 29, 3275, 13866, 13261882, 29, 3275, 13866, 12080, 강하, 그룹 없음
鋒현, 93, 638, 6045281, 1931, 4788, 20709, 11262955, 1931, 5138, 20709, 14060, 강동, 그룹 없음
지누농부, 31, 332, 6020975, 0, 7642, 0, 12145845, 0, 7642, 20676, 14420, 강동, 그룹 없음
SP깐도리, 132, 849, 5921226, 0, 3100, 0, 10314879, 0, 3100, 0, 13400, 강동, 그룹 없음
新화요, 4, 92, 5858106, 0, 6874, 0, 12307591, 0, 7224, 16000, 14613, 강하, 신의악단
칼끝, 42, 393, 5836308, 0, 8014, 0, 13114702, 0, 8014, 0, 17270, 강동, 그룹 없음
진실장, 147, 918, 5821493, 0, 3377, 0, 7587884, 0, 3377, 0, 11990, 강동, 신의악단
锋은사, 62, 489, 5783253, 27, 6902, 0, 13014614, 27, 6902, 0, 14190, 강하, 그룹 없음
緣엔프제, 70, 519, 5734089, 0, 7144, 0, 10792800, 0, 7144, 21422, 11870, 강동, 인연別
마스터농부, 66, 503, 5624934, 49, 7868, 0, 10815409, 49, 7868, 0, 13250, 강동, 그룹 없음
여호수야, 182, 1108, 5551097, 0, 1008, 0, 11734024, 0, 1008, 29668, 15613, 강하, 그룹 없음
ZENITH, 61, 488, 5481619, 0, 4576, 0, 12006924, 0, 4576, 20329, 16220, 강동, 인연別
新시현, 7, 129, 5396772, 3206, 8922, 0, 12938469, 3206, 8922, 0, 14980, 강동, 신의악단
삽질장인농부, 91, 632, 5382390, 0, 6853, 0, 10323565, 0, 6853, 20047, 14140, 강동, 그룹 없음
锋지, 55, 448, 5267187, 0, 7819, 0, 9555712, 0, 8169, 20347, 13123, 강동, 그룹 없음
緣미니, 87, 616, 5243016, 863, 4611, 0, 12557740, 863, 4611, 0, 14620, 강동, 인연別
別자몽, 25, 283, 5208948, 21, 7812, 0, 10241333, 21, 8162, 0, 13540, 강하, 인연別
锋YONe, 152, 942, 5184516, 0, 2092, 0, 9286643, 0, 2092, 19295, 12420, 강동, 그룹 없음
SPㆍ킹, 117, 753, 5152257, 0, 4963, 0, 8697772, 0, 4963, 0, 12850, 강하, 그룹 없음
킹아아ㆍ, 56, 457, 5129433, 0, 6653, 0, 11178474, 0, 6653, 0, 14213, 강동, 그룹 없음
新시아, 34, 350, 5095128, 0, 6874, 0, 9804457, 0, 7224, 0, 13580, 강동, 신의악단
緣심바차차, 81, 567, 5064736, 0, 6954, 0, 10387987, 0, 6954, 22179, 12429, 강동, 인연別
緣이게머야, 185, 1113, 5022728, 0, 934, 0, 6730089, 0, 934, 0, 11880, 강동, 인연別
緣지니차차, 63, 497, 4909908, 0, 7199, 0, 10115113, 0, 7199, 0, 12409, 강동, 인연別
锋해장, 195, , 4847670, 0, 0, 0, 5978828, 0, 0, 0, 11440, 강동, 그룹 없음
緣춘자, 78, 555, 4808543, 0, 5203, 0, 10855319, 0, 5203, 17542, 13910, 강동, 인연別
緣pop, 32, 340, 4799035, 0, 3528, 0, 8149577, 0, 3528, 12928, 13420, 강동, 인연別
緣동네, 71, 521, 4782975, 0, 7640, 0, 9642933, 0, 7990, 20291, 12970, 강동, 인연別
別삼봉, 118, 758, 4782257, 0, 4728, 0, 11056460, 0, 4728, 0, 13350, 강동, 인연別
锋궁, 129, 828, 4763346, 0, 3168, 0, 9982177, 0, 3168, 0, 13520, 강동, 그룹 없음
달료라농부, 35, 351, 4748310, 3759, 6188, 0, 9910740, 3759, 6188, 22052, 10043, 강동, 그룹 없음
SP하노이, 92, 636, 4676510, 0, 4234, 0, 9773206, 0, 4584, 26189, 13253, 강하, 그룹 없음
SP세경, 49, 422, 4667826, 0, 5526, 0, 7640227, 0, 5876, 0, 12670, 강동, 그룹 없음
SP응삼이, 160, 969, 4587681, 0, 2808, 0, 5555981, 0, 2808, 0, 10120, 강동, 그룹 없음
別난곡사마, 163, 1013, 4557225, 0, 1260, 0, 10223190, 0, 1260, 0, 11293, 강동, 인연別
SP은마아팟, 22, 261, 4538944, 2804, 7262, 0, 7954672, 2804, 7612, 0, 13430, 강동, 그룹 없음
锋침, 21, 253, 4412216, 2054, 4439, 0, 9406570, 2054, 4439, 0, 11910, 강동, 그룹 없음
無限알파, 161, 976, 4343982, 0, 1260, 0, 4343982, 0, 1260, 0, 12070, 강동, 그룹 없음
緣무순펭귄, 98, 663, 4319567, 385, 3122, 0, 8654276, 385, 3122, 0, 12950, 강동, 인연別
켄나, 75, 527, 4210179, 0, 3570, 0, 10161074, 0, 3920, 0, 10590, 강동, 인연別
힘으로해결, 120, 780, 4188060, 0, 5047, 27399, 5599450, 0, 5047, 27399, 12443, 강동, 그룹 없음
別미추, 88, 619, 4147358, 324, 4382, 0, 11413707, 324, 4732, 29465, 13800, 강하, 인연別
別조커, 18, 237, 4095951, 0, 7763, 0, 12752820, 0, 7763, 0, 14420, 강동, 인연別
新가르나초선, 1, 67, 4091212, 10, 4137, 0, 10854805, 10, 4137, 0, 13780, 강동, 신의악단
無限유선, 155, 945, 4080441, 0, 3024, 0, 7636280, 0, 3374, 21147, 10840, 강동, 그룹 없음
내레이버섯커, 59, 472, 4023768, 13, 6360, 0, 7507149, 13, 6710, 12831, 11060, 강동, 그룹 없음
緣心엘리시움, 130, 837, 3987441, 0, 3696, 0, 6473658, 0, 3696, 0, 12570, 강동, 인연別
無限아이스, 148, 928, 3981566, 0, 3223, 0, 8622388, 0, 3223, 0, 13050, 강동, 그룹 없음
친절한땡깡, 39, 387, 3930354, 3922, 4968, 0, 10004400, 3922, 4968, 20511, 12420, 강동, 인연別
锋이야, 27, 293, 3913167, 0, 4735, 0, 8658552, 0, 4735, 0, 13480, 강동, 그룹 없음
軍주노, 17, 231, 3886443, 0, 6800, 0, 8524365, 0, 7150, 20487, 13270, 강동, 그룹 없음
SP왕부하, 139, 890, 3882292, 13, 1268, 0, 5999003, 13, 1268, 0, 10496, 강동, 그룹 없음
新처음처럼, 90, 630, 3878064, 1988, 4165, 0, 8335842, 1988, 4165, 0, 13030, 강동, 신의악단
侯똘망이, 188, 1127, 3871980, 0, 756, 0, 6178894, 0, 756, 0, 12640, 강동, 그룹 없음
呂두령, 174, 1076, 3838092, 0, 1947, 0, 7908560, 0, 1947, 20015, 11690, 강동, 그룹 없음
신상무, 26, 291, 3835224, 5, 7642, 0, 8397464, 5, 7992, 13885, 9833, 강동, 신의악단
新소곡주, 146, 913, 3799662, 12, 3790, 12973, 9638848, 12, 3790, 12973, 12580, 강동, 신의악단
锋댕이, 67, 509, 3798271, 0, 2868, 0, 9461186, 0, 3218, 20127, 11080, 강동, 그룹 없음
神곰탈여우, 114, 742, 3771257, 0, 4634, 0, 6475975, 0, 4634, 21851, 10540, 강동, 그룹 없음
無限쿠이나, 158, 959, 3768152, 0, 504, 0, 5528771, 0, 854, 0, 9480, 강동, 그룹 없음
후니농부, 58, 468, 3755064, 0, 6994, 0, 8072500, 0, 7344, 20580, 10380, 강동, 그룹 없음
민회장, 194, , 3752037, 0, 0, 0, 4806290, 0, 0, 0, 9655, 강동, 신의악단
锋도사, 137, 878, 3744366, 0, 3195, 0, 8529111, 0, 3545, 20228, 13530, 강하, 그룹 없음
別다이아, 83, 585, 3709791, 2, 6942, 0, 7377553, 2, 7292, 20734, 12980, 강동, 인연別
別타막, 133, 855, 3701856, 0, 3456, 0, 6461181, 0, 3456, 0, 11790, 강동, 인연別
無限오리꽥꽥, 44, 410, 3678163, 0, 7358, 0, 6793960, 0, 7708, 21309, 11260, 강동, 그룹 없음
新별빛청하, 100, 669, 3677239, 0, 4606, 0, 7129871, 0, 4606, 20398, 11740, 강동, 신의악단
비루스, 65, 502, 3674545, 0, 4486, 0, 4697763, 0, 4486, 0, 12600, 강동, 그룹 없음
SP용랑, 95, 653, 3672260, 0, 5539, 0, 8952195, 0, 5889, 22615, 13290, 강하, 그룹 없음
緣탑간z, 50, 425, 3650605, 0, 8192, 0, 10312878, 0, 8192, 13892, 13830, 강동, 인연別
칼가자미, 168, 1038, 3633059, 0, 2342, 0, 4528133, 0, 2342, 0, 13980, 강동, 그룹 없음
FP시현, 119, 778, 3625423, 0, 4486, 0, 7113682, 0, 4836, 0, 11300, 강동, 신의악단
우마왕, 47, 420, 3620126, 169, 6804, 0, 9910556, 169, 6804, 21042, 13010, 강하, 그룹 없음
緣황후펭귄, 48, 421, 3607188, 0, 3386, 0, 8087440, 0, 3386, 23087, 12400, 강동, 인연別
無限골퍼, 135, 873, 3573106, 0, 2698, 0, 7044003, 0, 2698, 0, 13330, 강동, 그룹 없음
SP부엉이, 12, 178, 3510552, 62, 7157, 0, 7921002, 62, 7507, 20635, 10570, 강동, 그룹 없음
상또, 170, 1041, 3455892, 14, 2114, 0, 10753439, 14, 2114, 0, 13340, 강동, 그룹 없음
댈티스, 28, 305, 3440526, 49, 5724, 0, 9223938, 49, 6074, 20088, 10950, 강동, 그룹 없음
緣히데자판기, 142, 898, 3436712, 0, 2520, 0, 7337815, 0, 2870, 20821, 10830, 강동, 인연別
無限성난태균, 43, 401, 3308733, 0, 7056, 0, 7922386, 0, 7406, 20453, 12520, 강동, 그룹 없음
新서울의밤, 73, 524, 3302098, 0, 6804, 0, 8662429, 0, 7154, 21995, 13410, 강동, 신의악단
锋파인, 89, 621, 3267660, 444, 5388, 0, 8121167, 444, 5738, 20458, 12200, 강동, 그룹 없음
新블랑, 85, 591, 3227511, 0, 7220, 0, 8158233, 0, 7220, 20146, 12390, 강하, 신의악단
超귀신좀비, 36, 361, 3218572, 0, 6692, 0, 9635489, 0, 7042, 21723, 13930, 강동, 그룹 없음
잠자는농부, 123, 791, 3192963, 0, 4626, 0, 6802328, 0, 4626, 0, 13320, 강동, 그룹 없음
侯이똘망, 192, 1224, 3184952, 0, 82, 0, 5808437, 0, 82, 0, 11980, 강동, 그룹 없음
锋신, 107, 719, 3180330, 0, 4600, 0, 9019800, 0, 4600, 24632, 14080, 강동, 그룹 없음
一갓스무디, 173, 1074, 3176946, 0, 1512, 0, 4036344, 0, 1512, 0, 7440, 강동, 그룹 없음
때찌얌, 166, 1030, 3176379, 0, 1676, 0, 5568444, 0, 1676, 0, 10590, 강동, 그룹 없음
SP돼지감자, 5, 97, 3170719, 0, 7812, 0, 8001922, 0, 8162, 20184, 12640, 강동, 그룹 없음
無限스티브, 138, 883, 3142818, 446, 3506, 0, 8067900, 446, 3506, 18844, 12500, 강동, 그룹 없음
緣크으응킁, 125, 809, 3128655, 0, 4354, 0, 7648250, 0, 4354, 0, 13480, 강동, 인연別
侯낙양유치원, 141, 897, 3104115, 823, 2849, 0, 6511998, 823, 2849, 0, 12843, 강동, 그룹 없음
Lilith, 106, 718, 3080295, 7, 5810, 0, 8319846, 7, 6160, 20379, 11510, 강하, 인연別
新순하리, 171, 1064, 3048207, 0, 1650, 0, 3625688, 0, 1650, 0, 6070, 강동, 신의악단
锋빠, 150, 933, 3047271, 0, 3346, 0, 5036691, 0, 3346, 0, 11210, 강동, 그룹 없음
新마주, 64, 500, 3047174, 0, 7545, 0, 6793143, 0, 7895, 0, 9370, 강동, 신의악단
킹휘ㆍ, 52, 427, 2995308, 0, 5929, 0, 8102539, 0, 5929, 21669, 10140, 강동, 그룹 없음
新홍주, 82, 573, 2956263, 20, 6135, 0, 10225960, 20, 6485, 11874, 12080, 강동, 신의악단
緣心삼성우승, 97, 657, 2923469, 588, 3464, 0, 7628106, 588, 3464, 0, 11860, 강동, 인연別
어머나농부, 122, 789, 2922969, 0, 1062, 0, 2922969, 0, 1062, 0, 10400, 강동, 그룹 없음
無帝곰탈여우, 109, 730, 2897337, 469, 4836, 0, 5760512, 469, 4836, 10165, 10180, 강동, 그룹 없음
羊그루루루루, 104, 716, 2855862, 45, 5374, 0, 7943459, 45, 5724, 5607, 11560, 강동, 그룹 없음
緣미남, 151, 937, 2818535, 5, 2520, 0, 7266700, 5, 2870, 0, 11350, 강동, 인연別
初한라산, 145, 909, 2798384, 702, 1608, 0, 4729292, 702, 1958, 0, 8320, 강동, 신의악단
땡벌농부, 79, 559, 2776950, 164, 6669, 0, 5725891, 164, 6669, 0, 11890, 강동, 그룹 없음
锋청하, 72, 523, 2733609, 111, 6401, 0, 7904836, 111, 6751, 20743, 13150, 강동, 그룹 없음
朝우의정, 140, 895, 2713663, 0, 3436, 41214, 7384559, 0, 3436, 41214, 12460, 강동, 그룹 없음
친절한시내, 77, 548, 2698610, 560, 6299, 0, 6256285, 560, 6649, 20312, 12060, 강동, 인연別
無限비즈마키, 144, 906, 2685582, 0, 2158, 0, 6955658, 0, 2158, 0, 10130, 강동, 그룹 없음
오전이는농부, 128, 823, 2675004, 0, 4458, 0, 4928803, 0, 4458, 0, 9290, 강동, 그룹 없음
锋급, 103, 703, 2620677, 0, 4860, 0, 8536666, 0, 4860, 20553, 13580, 강동, 그룹 없음
緣유혹의한영, 30, 319, 2609814, 0, 7308, 0, 7726944, 0, 7658, 0, 11140, 강동, 인연別
SP스랄, 53, 430, 2589033, 899, 7404, 0, 7813310, 899, 7404, 17225, 11930, 강하, 그룹 없음
형수새참농부, 11, 177, 2538889, 20, 9387, 0, 7046678, 20, 9737, 14895, 10682, 강동, 그룹 없음
緣아츠, 33, 344, 2528145, 2259, 5928, 0, 6478037, 2259, 5928, 24257, 11500, 강하, 인연別
친절한백리단, 116, 744, 2491043, 1, 4870, 36754, 7459263, 1, 4870, 36754, 13410, 강동, 인연別
無限티파니옹, 184, 1111, 2486283, 0, 983, 0, 6389756, 0, 983, 0, 12800, 강동, 그룹 없음
新어차피, 180, 1105, 2459845, 0, 542, 0, 4471527, 0, 542, 21380, 9340, 강동, 신의악단
別용라핀, 198, , 2441883, 0, 0, 0, 2441883, 0, 0, 0, 6840, 강동, 인연別부
처제새참농부, 37, 365, 2435243, 1039, 7835, 0, 7050954, 1039, 7835, 19830, 11026, 강동, 그룹 없음
無限호암, 127, 814, 2412894, 0, 3094, 0, 6723910, 0, 3094, 0, 13243, 강동, 그룹 없음
당돌한농부, 105, 717, 2395625, 1087, 1790, 0, 2395625, 1087, 1790, 0, 11820, 강동, 그룹 없음
新유유, 153, 943, 2267561, 0, 3024, 0, 5641800, 0, 3374, 0, 10600, 강동, 신의악단
锋솨, 136, 877, 2169393, 0, 3851, 0, 6650214, 0, 3851, 0, 12650, 강동, 그룹 없음
친절한돼지, 6, 126, 2149488, 1377, 8830, 0, 6802934, 1377, 8830, 21097, 12690, 강동, 인연別
장우주, 101, 673, 2089380, 0, 4884, 0, 5717412, 0, 4884, 0, 12090, 강동, 인연別
緣우룡, 60, 480, 2070288, 0, 6335, 0, 6509992, 0, 6685, 12834, 12290, 강동, 인연別
SP사마선, 99, 664, 2069239, 0, 3057, 0, 5416602, 0, 3057, 21725, 10340, 강동, 그룹 없음
锋다리, 38, 380, 2064579, 0, 7092, 0, 5885973, 0, 7442, 20509, 13080, 강동, 그룹 없음
아빠別, 172, 1069, 2019582, 0, 1336, 23481, 5408075, 0, 1686, 23481, 9210, 강동, 인연別
新크러시, 41, 391, 1862292, 0, 8326, 0, 4162243, 0, 8326, 23556, 9220, 강동, 신의악단
無帝제갈송, 186, 1122, 1856364, 0, 843, 0, 3200779, 0, 843, 0, 8540, 강동, 그룹 없음
휴우먼농부, 154, 944, 1830322, 1, 1764, 0, 1830322, 1, 1764, 0, 10020, 강동, 그룹 없음
新옙솔루트, 167, 1031, 1796514, 0, 539, 0, 2540832, 0, 539, 0, 6233, 강동, 신의악단
活향이, 176, 1088, 1784207, 0, 698, 23059, 3569756, 0, 698, 23059, 7550, 강동, 신의악단
別한군, 190, 1148, 1741841, 0, 600, 76500, 2388758, 0, 600, 76500, 6600, 강동, 인연別
新기네스, 57, 467, 1697371, 370, 6968, 0, 4308755, 370, 6968, 0, 10860, 강동, 신의악단
無帝라면, 121, 786, 1667885, 0, 4422, 0, 7625319, 0, 4772, 0, 9730, 강동, 그룹 없음
新진빔레몬, 169, 1040, 1660914, 11, 1989, 0, 3540359, 11, 1989, 0, 7940, 강동, 신의악단
친절한개백정, 187, 1124, 1593863, 0, 653, 0, 3712553, 0, 653, 0, 8640, 강동, 인연別
緣열하, 111, 732, 1579845, 0, 4406, 0, 5192356, 0, 4756, 20704, 10843, 강동, 인연別
SP전설방패, 189, 1134, 1415053, 0, 753, 19614, 3884982, 0, 753, 19614, 6880, 강동, 그룹 없음
緣心시그너스, 157, 952, 1381488, 720, 2731, 0, 4800995, 720, 2731, 0, 9540, 강동, 인연別
锋와직염, 80, 562, 1228666, 842, 5108, 126520, 4535841, 842, 5458, 126520, 9180, 강동, 그룹 없음
누이새참농부, 76, 541, 1205860, 976, 6815, 0, 4218308, 976, 7165, 0, 8420, 강동, 그룹 없음
SP파주형, 24, 282, 1175910, 3256, 7652, 0, 4106348, 3256, 7652, 0, 10060, 강동, 그룹 없음
無限아귀, 179, 1104, 1170931, 1, 1032, 0, 2363739, 1, 1032, 22429, 5903, 강동, 그룹 없음
無限koko, 102, 688, 1070253, 1214, 4044, 0, 4554557, 1214, 4044, 0, 9500, 강동, 그룹 없음
锋시부, 175, 1085, 1042783, 0, 1708, 0, 1193797, 0, 1708, 0, 10080, 강동, 그룹 없음
新하이트, 159, 965, 1014685, 8, 3196, 0, 5513527, 8, 3196, 0, 11320, 강동, 신의악단
가평군의무, 191, 1181, 988361, 0, 246, 0, 2022996, 0, 596, 20661, 5642, 강동, 그룹 없음
武이른새벽, 177, 1096, 850560, 0, 1202, 0, 850560, 0, 1202, 0, 5720, 강동, 그룹 없음
無限혜원, 193, , 723989, 0, 0, 0, 2015444, 0, 0, 0, 7300, 강동, 그룹 없음
ST자방, 164, 1019, 666546, 21, 1860, 0, 1829021, 21, 1860, 0, 6860, 강동, 그룹 없음
侯짱뚱어, 124, 805, 637343, 48, 4247, 0, 3966652, 48, 4597, 33838, 7803, 강동, 그룹 없음
남유ヘ, 149, 929, 599036, 283, 3080, 0, 998718, 283, 3080, 0, 9040, 강동, 그룹 없음
농부테스형, 181, 1107, 589266, 0, 1008, 0, 2916652, 0, 1358, 0, 7020, 강동, 그룹 없음
無限거지왕초, 156, 950, 581025, 1, 1416, 0, 684813, 1, 1416, 0, 5560, 강동, 그룹 없음
캔나, 113, 737, 374166, 0, 5495, 0, 3759697, 0, 5845, 0, 6860, 강동, 인연別
緣알바트로스, 183, 1110, 32259, 0, 973, 0, 292314, 0, 973, 13890, 1500, 강동, 인연別부
