회원, 동맹 공헌 랭킹, 본 서버 공헌 랭킹, 공헌이번 주, 전공이번 주, 협공이번 주, 기부이번 주, 공헌총량, 전공총량, 협공총량, 기부총량, 세력치, 소속 진영, 그룹
비루스, 108, 650, 29611801, 118499, 3254, 0, 67675660, 158966, 22223, 205930, 30310, 서촉, 무한
巛꿀차, 65, 407, 28654200, 163148, 6154, 327112, 81494439, 266343, 20500, 327112, 32210, 서촉, 그룹 없음
無帝제갈송, 179, 1027, 28262140, 67665, 991, 121722, 65438161, 71427, 2591, 121722, 32950, 서촉, 그룹 없음
巛나간다, 45, 309, 28124920, 201474, 7122, 242612, 106497277, 303826, 33172, 363205, 34870, 서촉, 그룹 없음
巛수릉, 80, 500, 27563032, 96667, 13888, 204370, 71929001, 187555, 53839, 376549, 27736, 서촉, 그룹 없음
상또, 71, 448, 27485291, 169231, 3516, 156368, 104621498, 255456, 15551, 156368, 32090, 서촉, 그룹 없음
無限혜원, 123, 722, 27466879, 71053, 4990, 125508, 58025065, 109282, 39906, 375201, 26850, 서촉, 무한
巛픽션, 54, 359, 27095825, 139474, 6290, 305185, 85280210, 242462, 38655, 643353, 32790, 서촉, 그룹 없음
축둥, 20, 159, 27034826, 221334, 9152, 128432, 104047715, 361975, 46915, 340512, 25876, 서촉, 그룹 없음
통도사, 18, 136, 26574097, 228704, 6559, 0, 101536777, 443312, 19198, 272006, 34112, 서촉, 그룹 없음
때찌얌, 95, 587, 26446374, 90907, 9980, 121273, 72232761, 139870, 50002, 442589, 27853, 서촉, 영농조합
巛한라, 21, 161, 26426013, 235708, 5441, 0, 94751571, 396885, 35122, 4920, 30540, 서촉, 그룹 없음
無限알파, 14, 112, 26240653, 247399, 4660, 129330, 96220118, 453975, 18280, 413202, 31030, 서촉, 무한
無限알터, 35, 233, 26136638, 204329, 7439, 121124, 85953433, 327046, 42661, 490581, 25890, 서촉, 무한
탐스러워, 88, 527, 25448604, 114504, 6396, 436690, 77778402, 188082, 30217, 784830, 22050, 서촉, 하마
내레이버섯커, 106, 648, 24636873, 74005, 11354, 600010, 72010344, 136320, 34875, 607243, 25570, 서촉, 그룹 없음
칼가자미, 43, 289, 24602760, 186188, 3888, 404493, 88406017, 319747, 27997, 659999, 30830, 서촉, 그룹 없음
에그맨, 140, 783, 24477428, 72407, 5560, 122202, 70332536, 113037, 25426, 367740, 19270, 서촉, 하마
巛감토, 130, 762, 24425987, 81229, 7751, 0, 70377989, 116274, 28331, 248637, 26376, 서촉, 그룹 없음
众화극, 15, 121, 24307249, 296171, 6972, 363179, 139612933, 459415, 33825, 363179, 31330, 서촉, 그룹 없음
킹휘ㆍ, 87, 522, 24121165, 117175, 10630, 264002, 68878500, 186573, 43161, 409801, 19757, 서촉, 그룹 없음
지누농부, 51, 331, 23618877, 160438, 6382, 0, 78761609, 261764, 40330, 126102, 29620, 서촉, 영농조합
딱구, 136, 775, 23329791, 96594, 1908, 0, 69623819, 128246, 21545, 85006, 26749, 서촉, 하마
삽질장인농부, 76, 487, 23097269, 117775, 3550, 0, 78086165, 227222, 27182, 4418, 24100, 서촉, 영농조합
無限유선, 142, 803, 22937693, 61166, 9044, 132515, 55486758, 98765, 30351, 387412, 22600, 서촉, 무한
달빛군주, 114, 676, 22679206, 53842, 2568, 0, 78915454, 139107, 2568, 243447, 26620, 서촉, 하마
RZ곤, 69, 431, 22532007, 147799, 5258, 0, 88877344, 249012, 25411, 250559, 17503, 서촉, 하마
酒파인, 145, 830, 22236264, 40342, 12126, 0, 58571892, 64140, 50086, 265609, 21940, 서촉, 그룹 없음
RZ무리안, 92, 571, 22130337, 138164, 350, 122395, 79701872, 212327, 7299, 253607, 13220, 서촉, 하마
無限티파니옹, 62, 387, 21768295, 128751, 4999, 0, 97763807, 270926, 22654, 69280, 24233, 서촉, 무한
더블샷콘파냐, 158, 891, 21759883, 63835, 2017, 225151, 88487305, 95102, 16585, 289842, 24490, 서촉, 하마
侯이똘망, 44, 293, 21748392, 172247, 11825, 552280, 95972366, 314322, 35873, 552280, 29550, 서촉, 그룹 없음
侯낙양유치원, 42, 284, 21738053, 229144, 4115, 0, 80516536, 329117, 23410, 28740, 28240, 서촉, 그룹 없음
SP세경, 119, 690, 21509605, 83595, 9912, 616635, 73404048, 115675, 41216, 868254, 31273, 서촉, 그룹 없음
巛Aka, 84, 510, 21353933, 109553, 9723, 0, 85043285, 202414, 37736, 262774, 26759, 서촉, 그룹 없음
SP용랑, 7, 66, 21296365, 353199, 7929, 297918, 96136639, 557339, 44990, 297918, 30183, 서촉, 그룹 없음
궤도민수, 183, 1064, 21269159, 27347, 3123, 153752, 49855249, 40756, 17319, 404184, 16550, 서촉, 하마
众야차, 33, 230, 20925481, 167010, 1320, 404352, 86182193, 322253, 28947, 540504, 33620, 서촉, 그룹 없음
민책, 37, 249, 20760419, 227507, 8012, 0, 90805933, 344147, 31288, 3685, 29520, 서촉, 하마
酒시부, 147, 846, 20654411, 50180, 11275, 202723, 51786341, 69314, 44119, 369433, 22939, 서촉, 그룹 없음
SP스랄, 100, 607, 20597556, 77991, 5300, 173315, 66853216, 156048, 35434, 281065, 23120, 서촉, 그룹 없음
SP하노이, 28, 196, 20488496, 228123, 5852, 0, 104184487, 385811, 24028, 4474, 29590, 서촉, 그룹 없음
SP깐도리, 29, 199, 20414262, 225833, 350, 0, 73786162, 415464, 9252, 0, 23330, 서촉, 그룹 없음
달료라농부, 78, 495, 20257431, 111684, 4723, 1452848, 69265868, 206240, 32882, 1733881, 30250, 서촉, 영농조합
천신공, 160, 904, 19942941, 40631, 6046, 131201, 45852062, 53869, 52271, 686903, 16342, 서촉, 그룹 없음
無帝라면, 68, 422, 19719436, 116777, 4463, 382906, 86802182, 229443, 31040, 652731, 31030, 서촉, 그룹 없음
지와빠, 83, 508, 19709664, 91064, 7982, 0, 82049021, 196148, 37305, 244836, 26730, 서촉, 하마
땡벌농부, 90, 535, 19604991, 115335, 2787, 0, 80378765, 204093, 24018, 285139, 27083, 서촉, 영농조합
마스터농부, 23, 165, 19560681, 194585, 11775, 105380, 83928471, 338136, 46214, 352945, 26813, 서촉, 영농조합
아련한농부, 59, 372, 19386942, 165230, 1555, 0, 81602531, 291915, 12938, 0, 21609, 서촉, 영농조합
無限워니쭈니, 50, 328, 19376168, 163698, 7393, 153785, 91795670, 282847, 32775, 339262, 26762, 서촉, 무한
無限아이스, 163, 941, 19282457, 18784, 6171, 124461, 46605904, 56345, 34390, 530873, 25776, 서촉, 무한
희안사, 77, 489, 19216086, 109038, 8291, 252208, 77368874, 192667, 47922, 480480, 30288, 서촉, 그룹 없음
오전이는농부, 38, 257, 19193065, 170229, 1542, 0, 82324233, 323490, 25068, 0, 28026, 서촉, 영농조합
巛조이, 41, 276, 19085794, 213276, 6671, 248362, 83969355, 302000, 46930, 394336, 25439, 서촉, 그룹 없음
SP포고라니, 31, 221, 18654140, 199974, 6124, 562364, 71687104, 329439, 33298, 814852, 27750, 서촉, 그룹 없음
巛신유나, 11, 81, 18649119, 346841, 3325, 0, 104526467, 530127, 22183, 138469, 32700, 서촉, 그룹 없음
한무제유철, 118, 687, 18641405, 90217, 5942, 129464, 87888586, 149741, 29307, 365884, 30903, 서촉, 하마
巛두둥, 155, 879, 18585331, 53977, 6010, 327748, 58985586, 88557, 28548, 941535, 18932, 서촉, 그룹 없음
酒맹덕, 25, 179, 18556394, 246720, 10996, 120342, 86889797, 394071, 40919, 125054, 31780, 서촉, 그룹 없음
巛연개소문, 39, 263, 18537645, 185431, 7996, 104642, 81448203, 311718, 40255, 107949, 30683, 서촉, 그룹 없음
呂두령, 110, 665, 18454284, 120593, 1961, 141646, 57066771, 156944, 26755, 406923, 18550, 서촉, 그룹 없음
酒현덕, 16, 130, 18433368, 244160, 10930, 49322, 106039100, 439952, 41312, 53798, 34450, 서촉, 그룹 없음
농부테스형, 97, 589, 18350713, 89139, 4559, 0, 74087419, 153786, 37622, 165452, 27173, 서촉, 영농조합
기미사, 53, 352, 18131802, 146625, 6276, 377150, 94640981, 267060, 26571, 625580, 31160, 서촉, 그룹 없음
관음사, 127, 739, 17866158, 82450, 1463, 132991, 60241316, 125161, 28008, 374010, 25840, 서촉, 그룹 없음
無限호암, 161, 905, 17624769, 51206, 3253, 62423, 51803179, 82194, 26884, 283653, 24690, 서촉, 무한
SP왕부하, 149, 849, 17567331, 60028, 7802, 0, 67727422, 104455, 23127, 373387, 23970, 서촉, 그룹 없음
당돌한농부, 67, 419, 17289436, 123243, 4856, 0, 78353841, 248294, 29956, 247413, 28606, 서촉, 영농조합
YUNONE, 70, 434, 17245474, 154531, 15756, 167551, 74010535, 247172, 37480, 305665, 26953, 서촉, 그룹 없음
미칸, 131, 763, 17178198, 61538, 7274, 0, 71869963, 120048, 29280, 260123, 19250, 서촉, 하마
정경, 192, 1127, 17151682, 1472, 3955, 0, 38329309, 1472, 19831, 427130, 11193, 서촉, 하마
대선싫어, 26, 184, 17009660, 178604, 19040, 243273, 74335614, 297468, 81565, 370993, 29003, 서촉, 그룹 없음
巛키리야스, 46, 311, 16932805, 149175, 7019, 122689, 84459464, 271369, 37023, 525354, 33450, 서촉, 그룹 없음
巛국태, 172, 997, 16882567, 66946, 4200, 0, 30627604, 70746, 8027, 0, 17020, 서촉, 그룹 없음
스누피모모, 177, 1016, 16856581, 36086, 1560, 0, 52097938, 60066, 17212, 5074, 19530, 서촉, 하마
众헤리티지, 72, 457, 16796848, 116249, 4730, 0, 74058643, 223184, 34571, 122639, 28383, 서촉, 그룹 없음
SP응삼이, 125, 735, 16793164, 81746, 3903, 316149, 69268601, 140258, 18719, 577456, 24306, 서촉, 그룹 없음
巛진소한, 61, 384, 16728475, 176954, 7100, 486661, 70582592, 260146, 30254, 623177, 27800, 서촉, 그룹 없음
SP은마아팟, 66, 413, 16727792, 133374, 6608, 151947, 62327718, 222945, 29605, 380950, 23350, 서촉, 그룹 없음
처제새참농부, 101, 612, 16713879, 64207, 7324, 0, 88682772, 130613, 35856, 208580, 24553, 서촉, 영농조합
無帝곰탈여우, 74, 465, 16572967, 135351, 6521, 0, 65803417, 203184, 37431, 0, 24993, 서촉, 그룹 없음
어머나농부, 105, 645, 16455132, 90115, 2171, 0, 70246596, 172894, 20801, 126562, 26793, 서촉, 영농조합
ㅋㅎヘ, 98, 591, 16266066, 85151, 8037, 0, 58614508, 151171, 40657, 218194, 26166, 서촉, 그룹 없음
酒정뱅이, 52, 343, 16237790, 117088, 10081, 0, 63901406, 224425, 54156, 124346, 28079, 서촉, 그룹 없음
푸른해, 30, 203, 16211521, 228745, 8335, 125713, 90611308, 381445, 36298, 251337, 34063, 서촉, 하마
侯똘망이, 79, 499, 15991847, 126257, 5068, 143868, 85309244, 222267, 26811, 143868, 23373, 서촉, 그룹 없음
여호수야, 40, 266, 15981186, 225460, 350, 0, 85214661, 354606, 13331, 5394, 30020, 서촉, 그룹 없음
후니농부, 135, 774, 15837304, 68279, 4485, 486789, 52478629, 118508, 32163, 700309, 20346, 서촉, 영농조합
흑색의용, 168, 962, 15833001, 46905, 2016, 0, 40307329, 88081, 8308, 167645, 20719, 서촉, 그룹 없음
듀크라이너, 180, 1039, 15749206, 35074, 7887, 0, 41578107, 52961, 14750, 115955, 15363, 서촉, 하마
友조르바, 121, 697, 15426191, 74803, 14945, 119259, 44631891, 117496, 42588, 441460, 16430, 서촉, 그룹 없음
众이치, 112, 668, 15422032, 89544, 4611, 184201, 88136420, 170059, 18235, 184201, 35880, 서촉, 그룹 없음
巛르브론, 94, 581, 15215574, 152004, 1650, 408377, 61718432, 207225, 11786, 414311, 19340, 서촉, 그룹 없음
SP파주형, 133, 768, 15118864, 79105, 9267, 312159, 48644200, 114485, 39782, 500698, 22070, 서촉, 그룹 없음
酒퍼슈수, 82, 507, 15041233, 122455, 7112, 436065, 71865849, 198268, 27189, 646581, 28670, 서촉, 그룹 없음
酒보연사, 176, 1012, 14908868, 27031, 5000, 1650327, 46790825, 35534, 37009, 4021032, 19013, 서촉, 그룹 없음
巛소고기, 63, 390, 14866846, 112114, 5511, 276682, 75959238, 217558, 38556, 520672, 22950, 서촉, 그룹 없음
잠자는농부, 49, 318, 14846940, 133696, 8712, 0, 82160020, 277564, 38675, 131086, 30569, 서촉, 영농조합
반달가슴용, 96, 588, 14779868, 100815, 2980, 0, 49241090, 170396, 19250, 347658, 25710, 서촉, 무한
無限오리꽥꽥, 124, 732, 14750940, 59803, 6961, 0, 59814736, 114542, 40583, 205451, 19300, 서촉, 무한
众사치, 13, 103, 14557502, 202852, 4755, 0, 86622393, 477864, 24400, 134197, 30770, 서촉, 그룹 없음
無限아가릿, 186, 1112, 14539391, 10845, 5720, 155202, 32074107, 16518, 18169, 597207, 24070, 서촉, 무한
巛우드, 159, 903, 14432429, 32607, 7962, 291461, 49434901, 66830, 33126, 467223, 17310, 서촉, 그룹 없음
공대생농부, 189, 1120, 14387647, 28770, 915, 0, 40013209, 36704, 2915, 0, 11290, 서촉, 영농조합
巛지민, 116, 682, 14235704, 69122, 8139, 0, 60229388, 136696, 37616, 0, 29556, 서촉, 그룹 없음
킹아야ㆍ, 8, 67, 14151522, 278384, 7481, 200560, 74134929, 525339, 48528, 395960, 21366, 서촉, 그룹 없음
無限동백, 32, 227, 13923229, 165867, 8247, 385929, 79417021, 309576, 41296, 666010, 30250, 서촉, 무한
巛룡, 107, 649, 13738434, 77379, 7106, 0, 52019790, 142741, 34666, 131279, 21743, 서촉, 그룹 없음
남유ヘ, 139, 779, 13658517, 53804, 1387, 0, 53244813, 121635, 15541, 248556, 24230, 서촉, 그룹 없음
無限쿠이나, 109, 656, 13628106, 66352, 11079, 386616, 47002600, 110009, 31497, 395574, 24380, 서촉, 무한
불세출미르, 143, 819, 13326763, 63395, 5948, 163536, 42490087, 107233, 26577, 681987, 18230, 서촉, 하마
너혼자레벨업, 153, 863, 13153658, 76016, 6536, 142342, 25393283, 91772, 31001, 399677, 14330, 서촉, 하마
SP사마선, 89, 530, 13148847, 122239, 806, 420471, 70479827, 196577, 21233, 710815, 21290, 서촉, 그룹 없음
으따뭐시다요, 152, 860, 13137066, 61086, 5901, 185405, 34579132, 93985, 26050, 318399, 15313, 서촉, 하마
별난I칼라I, 171, 982, 13037703, 33657, 3615, 0, 44819191, 59615, 21892, 0, 17910, 서촉, 하마
武집게리아, 187, 1114, 12998190, 31421, 1100, 311474, 36028715, 36843, 3896, 448705, 19640, 서촉, 그룹 없음
형수새참농부, 99, 602, 12891680, 71501, 9749, 0, 76933999, 131131, 40606, 255426, 21320, 서촉, 영농조합
골뱅이조조, 134, 770, 12819576, 67448, 6867, 0, 43595105, 118416, 30920, 126730, 22280, 서촉, 하마
巛에데, 85, 513, 12706436, 127796, 7481, 127595, 63871530, 187618, 40042, 373093, 24210, 서촉, 그룹 없음
巛눈웃음씨, 138, 778, 12462991, 66525, 2145, 0, 48420977, 112624, 36309, 259550, 20120, 서촉, 그룹 없음
SP돼지감자, 17, 132, 12338478, 221490, 11163, 132402, 84213265, 410427, 47508, 418564, 24490, 서촉, 그룹 없음
神폭주레드홍, 128, 746, 12212469, 62895, 8568, 0, 57323522, 106709, 47459, 104348, 22929, 서촉, 무한
巛궁귀, 111, 666, 11908236, 66787, 5735, 319293, 70686077, 131694, 41264, 566661, 24959, 서촉, 그룹 없음
해장사, 181, 1060, 11745913, 38289, 6979, 0, 15828467, 52377, 6979, 0, 21910, 서촉, 그룹 없음
無限사장, 151, 853, 11589292, 85773, 3690, 0, 61665285, 103100, 16548, 316089, 20896, 서촉, 무한
킹넬ㆍ, 103, 636, 11468523, 82992, 3580, 185614, 46520540, 146457, 21033, 316204, 18170, 서촉, 그룹 없음
巛운서, 120, 702, 11436968, 113570, 4737, 1090338, 66686239, 148386, 24811, 1331966, 19170, 서촉, 그룹 없음
풀프리농부, 166, 952, 11182971, 53150, 4936, 0, 58706074, 67279, 25528, 0, 17180, 서촉, 영농조합
軍주노, 146, 833, 11134599, 64715, 7134, 0, 37780377, 92237, 31398, 0, 18896, 서촉, 그룹 없음
巛두루이드, 115, 678, 10908896, 82534, 5942, 0, 75735877, 137633, 40050, 510113, 28513, 서촉, 그룹 없음
巛청담베이비, 57, 366, 10806485, 129332, 24737, 309596, 60834113, 201232, 83345, 572452, 24380, 서촉, 그룹 없음
군주봉, 193, 1146, 10668132, 14868, 350, 0, 37276133, 24465, 5209, 0, 15760, 서촉, 하마
一갓스무디, 104, 644, 10340108, 72694, 13509, 745202, 48828482, 134611, 55449, 1255365, 22492, 서촉, 그룹 없음
無限koko, 132, 767, 10267416, 90077, 9368, 376231, 41177731, 116455, 36233, 389657, 19639, 서촉, 무한
기숙사, 154, 876, 10157713, 56747, 3935, 709772, 42796289, 96257, 20967, 1304439, 22400, 서촉, 그룹 없음
無限성난태균, 129, 755, 10150053, 65941, 504, 0, 61041134, 132084, 25636, 337144, 23530, 서촉, 무한
無限스티브, 150, 850, 10038271, 31880, 8543, 850228, 41476782, 64505, 34322, 1819033, 21800, 서촉, 무한
SP부엉이, 55, 360, 9974994, 154210, 4197, 346023, 67805082, 264970, 33318, 445411, 24823, 서촉, 그룹 없음
아이유애나, 185, 1098, 9911253, 13267, 3780, 720726, 43731748, 15303, 29018, 1093253, 17460, 서촉, 하마
巛태리, 117, 685, 9380463, 128937, 11084, 0, 60916780, 142916, 30900, 344123, 30380, 서촉, 그룹 없음
투쌈, 174, 1006, 9132718, 44959, 0, 0, 51230256, 62376, 13983, 0, 17853, 서촉, 하마
神곰탈여우, 157, 887, 9101934, 27761, 9220, 0, 45264624, 66508, 37994, 0, 27450, 서촉, 그룹 없음
이스턴, 144, 829, 8436790, 59135, 3400, 231719, 48346027, 116751, 20068, 402001, 19500, 서촉, 하마
酒청하淸, 165, 950, 7553502, 31541, 1489, 0, 42995793, 76042, 19047, 123866, 18316, 서촉, 그룹 없음
ST자방, 162, 935, 7476843, 47973, 5245, 0, 43188826, 75722, 21698, 240682, 19160, 서촉, 그룹 없음
홍프로님, 198, 1218, 7427421, 4174, 350, 0, 21070108, 4174, 1092, 0, 20783, 서촉, 하마
누이새참농부, 190, 1124, 7422000, 17100, 350, 1222635, 37199121, 20093, 350, 1226744, 18350, 서촉, 영농조합
無限거지왕초, 182, 1062, 7061593, 27526, 3661, 297777, 19804969, 45118, 12925, 553262, 15570, 서촉, 무한
라스웰, 137, 777, 6911964, 61797, 2556, 0, 51125514, 134915, 20683, 144705, 18916, 서촉, 하마
휴우먼농부, 167, 957, 6624696, 54442, 3758, 0, 44228743, 77422, 14278, 143473, 21873, 서촉, 영농조합
풀푸리농부, 156, 882, 6189157, 58259, 5617, 0, 44821319, 86953, 25408, 401212, 17210, 서촉, 영농조합
無限회남자, 194, 1150, 5787984, 1815, 87, 1367606, 18601072, 1815, 17672, 4019054, 13750, 서촉, 무한
無限마쉬, 195, 1151, 5556473, 508, 2481, 3889194, 18216644, 508, 21749, 5268351, 14650, 서촉, 무한
巛아카, 141, 798, 5517098, 20466, 3258, 150552, 58239790, 123794, 22710, 600998, 21330, 파군, 그룹 없음
휴식라니, 102, 628, 5404717, 91193, 350, 3835129, 31983817, 174634, 14487, 5307557, 12626, 서촉, 그룹 없음
巛양고기, 196, 1214, 5374609, 2760, 1050, 0, 26928155, 2760, 2201, 0, 19480, 파군, 그룹 없음
無限비즈마키, 126, 737, 5120743, 73173, 8028, 279163, 39457676, 108618, 40291, 712410, 18170, 서촉, 무한
兄용왕고래, 188, 1115, 4872348, 5156, 1050, 1648356, 37695397, 16653, 20433, 1970542, 19560, 서촉, 하마
弓꽃노숙, 199, 1253, 4802349, 0, 0, 4064690, 20399892, 0, 532, 4624107, 19443, 서촉, 하마
狂견, 184, 1066, 3634031, 2, 1750, 11778613, 39960672, 15011, 24369, 13649277, 17180, 파군, 그룹 없음
众조선한량, 191, 1125, 3283878, 4867, 1041, 0, 37667190, 10046, 16123, 127253, 18920, 서촉, 그룹 없음
뇽뇽농부, 175, 1008, 2386940, 27894, 7033, 155285, 45707616, 45556, 30430, 284212, 21532, 서촉, 영농조합
侯짱뚱어, 148, 848, 2293690, 23694, 2189, 556171, 34354416, 77751, 42635, 738223, 23950, 파군, 그룹 없음
킹느ㆍ, 200, , 0, 0, 0, 0, 10340, 0, 0, 0, 126, 파군, 그룹 없음
巛순신, 197, 1216, 0, 0, 0, 0, 3780425, 0, 4032, 0, 8760, 파군, 그룹 없음
