회원, 동맹 공헌 랭킹, 본 서버 공헌 랭킹, 공헌이번 주, 전공이번 주, 협공이번 주, 기부이번 주, 공헌총량, 전공총량, 협공총량, 기부총량, 세력치, 소속 주, 그룹
꾸러기온리, 3, 42, 55713763, 958596, 9983, 278647, 167308146, 1279495, 31274, 556878, 32480, 사예, 인연別
칼끝, 1, 28, 54028094, 841678, 8098, 0, 168017704, 1268678, 34511, 394168, 33210, 사예, 그룹 없음
여호수야, 18, 224, 53912811, 530698, 4248, 0, 124954305, 708056, 19106, 286636, 29273, 사예, 그룹 없음
無限뮤라, 20, 250, 53509294, 475249, 6131, 291630, 121355183, 639794, 29052, 548135, 32610, 사예, 그룹 없음
진실장, 34, 323, 51828812, 439137, 5816, 0, 126146787, 558234, 27012, 75166, 31570, 사예, 신의악단
新시아, 104, 624, 51726209, 203566, 7085, 0, 112458555, 297172, 36588, 198936, 24240, 사예, 신의악단
ZENITH, 7, 99, 51464810, 695030, 6914, 0, 138856280, 936050, 22837, 120104, 32510, 사예, 인연別
킹핀느ㆍ, 5, 65, 49136683, 721673, 14417, 0, 142923365, 1031179, 48813, 124175, 31600, 사예, 그룹 없음
緣pop, 26, 287, 48444985, 440414, 9177, 515708, 116766052, 579270, 32220, 528636, 30520, 사예, 인연別
태리농부, 12, 148, 45345717, 633350, 2293, 0, 124114143, 818275, 23221, 198609, 29410, 사예, 그룹 없음
緣心시그너스, 109, 647, 45194589, 241037, 5541, 0, 107699571, 302141, 20756, 427112, 28200, 양양, 인연別
無帝제갈송, 178, 1020, 44398463, 56895, 7799, 75510, 82424953, 87576, 29781, 419255, 22130, 사예, 그룹 없음
锋와직염, 187, 1077, 43252251, 50561, 1050, 1130553, 79946198, 69438, 25666, 1992785, 19530, 양양, 칼팸
新화요, 9, 143, 43098976, 553014, 1400, 511438, 137502793, 818197, 30716, 623812, 30090, 사예, 신의악단
新유유, 74, 509, 43017137, 317018, 3661, 104076, 105577733, 397328, 20540, 403244, 25356, 사예, 신의악단
SP하노이, 15, 204, 42988618, 490016, 11742, 0, 116937966, 701857, 37177, 447198, 28090, 사예, 그룹 없음
緣킁, 13, 162, 42566415, 587284, 10601, 0, 116467471, 764234, 32741, 248161, 30820, 사예, 인연別
無限호암, 166, 883, 42405928, 130376, 5906, 366690, 79846255, 174172, 23131, 475211, 24713, 사예, 그룹 없음
힘으로해결, 173, 965, 41339941, 39226, 28032, 394022, 101440211, 55780, 74752, 811384, 29980, 사예, 그룹 없음
SP깐도리, 35, 327, 40983213, 443565, 0, 393003, 91144066, 588754, 7267, 517385, 20383, 사예, 그룹 없음
無限워니쭈니, 95, 590, 40626742, 200760, 11842, 196093, 108621599, 303680, 41544, 352503, 24690, 사예, 그룹 없음
緣탑간z, 11, 147, 40344138, 568914, 7930, 80129, 125183772, 802964, 38782, 302405, 32526, 사예, 인연別
SP돼지감자, 59, 457, 39854660, 288511, 3372, 999563, 103644269, 403637, 31588, 1427951, 23870, 양양, 그룹 없음
친절한개백정, 188, 1081, 39570222, 66376, 2912, 548755, 83892564, 86142, 9787, 630971, 16290, 양양, 인연別
緣크으응킁, 44, 387, 39242998, 382239, 8459, 225570, 96165070, 511531, 29798, 374468, 27360, 사예, 인연別
新진로, 132, 724, 39082228, 178871, 11210, 279544, 101650306, 224519, 40528, 562152, 28996, 사예, 신의악단
칼가자미, 43, 381, 38776750, 378443, 6019, 418394, 100934096, 507425, 27353, 946305, 27030, 양양, 그룹 없음
FP시현, 131, 721, 38762111, 188239, 10534, 0, 85962719, 221386, 40339, 418749, 23090, 사예, 신의악단
新블랑, 64, 471, 38116980, 329234, 14054, 31205, 90952865, 408074, 39762, 373755, 28780, 사예, 신의악단
別다이아, 115, 672, 37760336, 179860, 16640, 688475, 98216526, 224481, 45000, 760062, 28410, 사예, 인연別
別모략가, 72, 504, 37700790, 293651, 11017, 116791, 115521522, 379463, 37575, 561111, 30230, 사예, 인연別
新하이트, 141, 774, 37674413, 134676, 11641, 0, 96087642, 195494, 35825, 516996, 30750, 사예, 신의악단
緣미니, 39, 355, 37575615, 343961, 7895, 461816, 116300210, 516486, 28309, 522024, 27510, 양양, 인연別
장우주, 25, 284, 37495430, 457939, 9674, 0, 95057075, 599188, 35659, 301066, 23760, 사예, 인연別
緣心엘리시움, 45, 388, 37440857, 328592, 3229, 301300, 105681514, 502883, 20335, 504881, 26360, 사예, 인연別
켄나, 10, 145, 37034595, 585173, 2224, 0, 90416111, 813537, 15082, 94196, 20499, 사예, 인연別
緣동네, 77, 529, 36923155, 285454, 9070, 724670, 109397666, 364104, 33044, 1124741, 29960, 사예, 인연別
緣히데자판기, 58, 455, 36872001, 312548, 1906, 589438, 99136193, 441400, 21755, 859069, 22720, 사예, 인연別
상또, 88, 559, 36519648, 286471, 904, 0, 117854311, 378889, 12777, 100632, 25130, 사예, 그룹 없음
別자몽, 14, 183, 36205931, 514668, 6438, 295379, 117676422, 735067, 37704, 358759, 25060, 사예, 인연別
锋고, 67, 485, 36034998, 294297, 11140, 0, 96421700, 395125, 27467, 0, 28680, 사예, 칼팸
侯이똘망, 128, 712, 35950564, 200705, 1348, 1002134, 93461921, 270886, 4088, 1126484, 27976, 사예, 그룹 없음
김크니, 48, 402, 35752161, 303188, 6300, 0, 103402766, 451567, 31167, 653591, 22220, 양양, 신의악단
無限조운, 27, 295, 35506071, 403647, 817, 55038, 116740843, 575992, 18815, 68904, 29780, 사예, 그룹 없음
緣열하, 32, 313, 35183141, 401366, 7851, 443140, 98366246, 559052, 34792, 652609, 26920, 사예, 인연別
無限티파니옹, 158, 854, 34850296, 139327, 1176, 0, 106385429, 198022, 6556, 85788, 19703, 사예, 그룹 없음
無限오리꽥꽥, 189, 1083, 34673088, 30212, 653, 0, 87743516, 73176, 18782, 155415, 19643, 사예, 그룹 없음
때찌얌, 159, 857, 34497266, 102301, 15729, 954332, 75594901, 147515, 45062, 1361119, 26620, 양양, 그룹 없음
別조커, 21, 255, 34120078, 435661, 10105, 478886, 111861371, 633615, 42798, 812111, 32910, 사예, 인연別
친절한백리단, 76, 522, 33861200, 247275, 6706, 265724, 104385564, 358067, 36098, 549129, 31650, 사예, 인연別
新어차피, 194, 1176, 33805835, 43395, 350, 746441, 64475543, 47125, 2999, 823152, 17216, 사예, 신의악단
锋파인, 89, 561, 33131486, 242619, 23771, 381184, 80938381, 301507, 61578, 542065, 27680, 사예, 칼팸
킹넬ㆍ, 82, 544, 32990421, 250934, 4621, 64209, 69427723, 373491, 15932, 320871, 22383, 사예, 그룹 없음
新캡틴Q, 68, 490, 32857898, 240356, 27301, 0, 99708542, 337819, 76857, 226103, 25640, 사예, 신의악단
잠자는농부, 111, 653, 32815149, 194420, 13327, 55097, 88381192, 247008, 35907, 478772, 23793, 사예, 그룹 없음
呂두령, 69, 494, 32631054, 300949, 6335, 416355, 89841046, 393831, 24085, 835377, 22330, 사예, 그룹 없음
锋급, 29, 303, 32593156, 437977, 9160, 327716, 98026447, 576250, 31337, 573156, 28120, 사예, 칼팸
친절한돼지, 28, 299, 32389916, 429226, 10302, 795204, 91295166, 573067, 39005, 982560, 24983, 사예, 인연別
新서울의밤, 16, 211, 32311217, 503870, 11998, 550092, 114780280, 679497, 50644, 1016209, 29550, 사예, 신의악단
锋댕이, 47, 401, 32079896, 299135, 6594, 0, 106424453, 467945, 27828, 219288, 25570, 양양, 칼팸
緣심바차차, 87, 556, 31698112, 280642, 6686, 219579, 87107105, 352808, 37745, 657748, 26413, 양양, 인연別
锋해장, 168, 899, 31573276, 138096, 8864, 215030, 76077639, 157337, 16685, 369217, 25750, 사예, 칼팸
형수새참농부, 108, 645, 31442298, 210449, 3172, 125656, 98420505, 265913, 45129, 231516, 26480, 사예, 그룹 없음
新가르나초선, 19, 248, 31295839, 442849, 9364, 51930, 114224938, 612305, 31719, 220094, 26950, 사예, 신의악단
처제새참농부, 73, 505, 31290031, 283048, 3930, 1056219, 90673468, 366085, 46056, 1076049, 23573, 사예, 그룹 없음
SP용랑, 31, 311, 31260002, 412054, 8585, 196042, 85547275, 557723, 34542, 386192, 23470, 양양, 그룹 없음
뇽뇽농부, 162, 866, 31198595, 137874, 8604, 0, 96911739, 172453, 26296, 210412, 28003, 사예, 그룹 없음
锋신, 85, 550, 31193375, 269557, 5535, 704279, 94978888, 373913, 22922, 728911, 30760, 사예, 칼팸
삽질장인농부, 94, 582, 31191006, 229904, 677, 577702, 99721975, 335012, 21836, 805999, 24930, 사예, 그룹 없음
锋솨, 70, 498, 31045967, 315203, 4045, 1281824, 94526802, 405644, 22008, 1659247, 28443, 사예, 칼팸
緣동자, 51, 417, 30836886, 351125, 350, 0, 100008089, 484029, 10944, 0, 28823, 사예, 인연別
無限알파, 52, 428, 30721218, 331063, 7005, 425097, 97674358, 446832, 28488, 676406, 25010, 사예, 그룹 없음
緣우룡, 36, 337, 30614936, 375078, 7343, 0, 87831647, 536819, 36589, 320527, 25540, 사예, 인연別
緣미남, 100, 601, 30538613, 299800, 3740, 393833, 93094907, 329659, 18680, 598081, 24820, 사예, 인연別
锋다리, 81, 542, 30388549, 269285, 12698, 323621, 74058842, 330312, 48429, 467031, 26830, 사예, 칼팸
新마오타이, 46, 392, 30012466, 278827, 12688, 0, 85597088, 437887, 46087, 336947, 30260, 사예, 신의악단
锋시부, 117, 682, 29810597, 189629, 19855, 482514, 61108076, 251541, 42062, 839447, 21240, 사예, 칼팸
친절한땡깡, 63, 470, 29668676, 297605, 15545, 376360, 90901246, 404970, 41927, 643774, 29883, 사예, 인연別
新순하리, 123, 693, 29492314, 198095, 2772, 313029, 63912355, 264423, 23265, 313029, 16836, 사예, 신의악단
初한라산, 193, 1126, 29475736, 36263, 3074, 0, 68674113, 57181, 16197, 0, 17620, 양양, 신의악단
SP세경, 160, 858, 29026467, 108942, 14424, 706500, 85879372, 147232, 44561, 810037, 30150, 사예, 그룹 없음
锋도사, 49, 403, 28957855, 340643, 4222, 0, 92006397, 485686, 20518, 177104, 28490, 사예, 칼팸
ST자방, 138, 758, 28825062, 175033, 10418, 605899, 63433916, 230167, 21381, 605899, 23500, 사예, 그룹 없음
緣유혹의한영, 50, 407, 28808877, 339173, 7930, 634851, 85153839, 426171, 47902, 917477, 23620, 사예, 인연別
新처음처럼, 177, 1018, 28659223, 65963, 13633, 1436477, 77296756, 77961, 39657, 2294655, 24240, 강동, 신의악단
緣황후펭귄, 54, 438, 28564797, 315193, 10704, 193119, 82239196, 423755, 31660, 545379, 23040, 사예, 인연別
비루스, 140, 773, 28397461, 167173, 4827, 1286018, 72945244, 209068, 22105, 1453810, 29540, 사예, 그룹 없음
新기네스, 136, 755, 28208560, 191019, 3170, 376763, 68972814, 213777, 26739, 823564, 22200, 사예, 신의악단
당돌한농부, 124, 694, 28191176, 224465, 6800, 848798, 70176128, 267156, 16211, 848798, 22620, 사예, 그룹 없음
緣춘자, 56, 448, 28155940, 327398, 9154, 201396, 92465008, 420011, 31138, 352573, 30270, 사예, 인연別
SP왕부하, 130, 718, 28143518, 170118, 7560, 1056209, 81126738, 240712, 30813, 1644187, 22370, 사예, 그룹 없음
無限알터, 157, 853, 28068076, 109174, 6652, 809817, 58045611, 173122, 27231, 933841, 18780, 사예, 그룹 없음
緣心삼성우승, 171, 919, 28017472, 73270, 4228, 784860, 65797396, 126920, 22277, 1143541, 26743, 사예, 인연別
無帝라면, 119, 686, 27957096, 163992, 3015, 0, 87428684, 265891, 26656, 266765, 28630, 사예, 그룹 없음
锋투, 30, 304, 27752648, 417387, 9762, 690899, 102293793, 564680, 31742, 983288, 31240, 사예, 칼팸
新진빔레몬, 164, 878, 27674844, 127419, 13505, 695517, 71040999, 138805, 34452, 818158, 26370, 사예, 신의악단
新마주, 163, 870, 27605312, 106788, 11152, 409373, 79980903, 148789, 41519, 823692, 23800, 사예, 신의악단
緣지니차차, 83, 547, 27421062, 280056, 7705, 0, 87285020, 350847, 41967, 441399, 25600, 사예, 인연別
어머나농부, 121, 690, 27115782, 202001, 11032, 0, 74668193, 275473, 21375, 81551, 23470, 사예, 그룹 없음
活새로, 61, 464, 27043861, 294553, 10870, 960633, 90190354, 410447, 48850, 1232989, 23960, 사예, 신의악단
锋궁, 101, 605, 26779259, 248431, 6764, 572073, 88847122, 326552, 19391, 624489, 25480, 사예, 칼팸
超귀신좀비, 97, 592, 26480727, 254179, 5565, 39644, 95066396, 313959, 29678, 102581, 28236, 양양, 그룹 없음
锋피셜, 78, 531, 26447892, 273489, 7514, 618561, 86409645, 357174, 30753, 856840, 26253, 사예, 칼팸
마스터농부, 42, 379, 26121790, 336901, 4624, 319524, 92230012, 481383, 32064, 592501, 23750, 사예, 그룹 없음
無限아이스, 167, 894, 25852893, 129255, 5078, 584303, 67334217, 159427, 17653, 830443, 27860, 사예, 그룹 없음
SP은마아팟, 96, 591, 25745192, 231148, 15681, 568102, 76674683, 314691, 40288, 791106, 24470, 사예, 그룹 없음
朝우의정, 93, 580, 25624815, 270922, 4765, 0, 88508774, 340625, 23284, 138950, 24686, 사예, 그룹 없음
땡벌농부, 146, 791, 25577176, 167224, 8535, 0, 83407982, 211911, 23913, 0, 24890, 사예, 그룹 없음
無限동백, 40, 365, 25331945, 318304, 16156, 319628, 92520104, 492180, 41404, 976009, 30353, 사예, 그룹 없음
지누농부, 84, 548, 24854426, 219124, 9224, 0, 83069182, 321453, 34963, 267447, 24500, 양양, 그룹 없음
無限아귀, 186, 1062, 24323767, 53031, 2038, 0, 64893525, 93995, 9960, 22429, 17393, 사예, 그룹 없음
아련한농부, 116, 679, 24306904, 209882, 1111, 1532651, 89403690, 280711, 17002, 1800189, 24310, 사예, 그룹 없음
댈티스, 53, 431, 24193820, 319087, 4866, 681396, 97938222, 461312, 19217, 825390, 24380, 사예, 그룹 없음
新참이슬, 133, 728, 24044353, 183437, 3357, 0, 75644115, 251287, 20548, 126791, 28850, 양양, 신의악단
緣이게머야, 106, 632, 23972874, 250020, 1167, 0, 81437609, 327954, 9571, 211221, 25396, 사예, 인연別
緣무순펭귄, 90, 566, 23819940, 256880, 631, 0, 94177372, 357262, 14900, 444943, 26493, 사예, 인연別
친절한시내, 110, 648, 23774156, 193524, 8520, 0, 69441366, 274596, 33410, 451273, 25160, 사예, 인연別
누이새참농부, 182, 1038, 23599445, 59858, 350, 2733065, 59390803, 90695, 27752, 2969504, 22100, 사예, 그룹 없음
SP스랄, 153, 834, 23450657, 94847, 756, 726508, 71886018, 203570, 22345, 875935, 18990, 사예, 그룹 없음
Lilith, 79, 532, 23449139, 274412, 3517, 1770028, 71228716, 379096, 19617, 1906825, 20220, 사예, 인연別
新크러시, 172, 954, 23398233, 95168, 1960, 0, 78662196, 117126, 29220, 657725, 17710, 사예, 신의악단
一갓스무디, 127, 710, 23275981, 184093, 9248, 2145058, 65967368, 251670, 25298, 2343783, 20370, 사예, 그룹 없음
锋은사, 152, 831, 23210730, 135236, 7197, 760035, 75505713, 185973, 29277, 900945, 25850, 사예, 칼팸
제망량, 99, 599, 22642850, 205579, 7991, 0, 80393339, 323804, 28379, 182059, 27310, 사예, 인연別
別미추, 86, 552, 22515541, 248225, 998, 1287340, 77419905, 361520, 23434, 1567030, 23660, 양양, 인연別
緣아츠, 102, 606, 22414647, 238216, 5727, 0, 71563020, 317936, 23518, 24257, 22380, 사예, 인연別
킹휘ㆍ, 114, 658, 22178933, 220704, 11437, 249027, 74300770, 282711, 33382, 520444, 26720, 사예, 그룹 없음
우마왕, 23, 272, 22128942, 455540, 17570, 0, 109574345, 589453, 45928, 414524, 26410, 사예, 그룹 없음
無限골퍼, 118, 683, 22011335, 192203, 3521, 221220, 64385834, 259068, 20963, 304430, 22560, 사예, 그룹 없음
無限유선, 145, 788, 21701293, 145399, 12229, 428168, 59997704, 214247, 21597, 817098, 25396, 사예, 그룹 없음
羊그루루루루, 105, 629, 21497119, 215805, 3506, 323364, 86607138, 315408, 19424, 328971, 28063, 양양, 그룹 없음
내레이버섯커, 144, 787, 21311233, 161414, 8162, 0, 71499833, 208930, 25970, 320043, 25670, 사예, 그룹 없음
無帝곰탈여우, 148, 799, 21159603, 148686, 9712, 277666, 67958199, 181095, 40103, 420816, 26130, 양양, 그룹 없음
남유ヘ, 155, 851, 21026610, 130070, 5636, 528120, 52567208, 174847, 21352, 896228, 22410, 사예, 그룹 없음
侯짱뚱어, 150, 808, 20381351, 108029, 3008, 720588, 55878492, 194523, 24505, 1047522, 24020, 사예, 그룹 없음
別타막, 142, 778, 20179555, 167528, 3024, 356451, 62118104, 227451, 16196, 417845, 19840, 사예, 인연別
新홍주, 65, 476, 19898774, 266129, 7453, 0, 94322795, 417720, 28528, 133920, 24480, 사예, 신의악단
神곰탈여우, 135, 751, 19607394, 138160, 10432, 256539, 68444983, 207596, 38797, 603238, 26040, 양양, 그룹 없음
侯똘망이, 134, 748, 19401991, 194260, 3151, 0, 75070388, 248659, 10890, 122463, 24120, 사예, 그룹 없음
軍주노, 120, 687, 19227082, 205421, 8666, 307051, 66373862, 247135, 32424, 687138, 20573, 사예, 그룹 없음
가평군의무, 197, 1271, 19073273, 3296, 0, 0, 39362077, 9302, 7067, 1676511, 14430, 양양, 그룹 없음
別삼봉, 75, 512, 18632090, 249137, 6234, 903012, 99711907, 390957, 29484, 1107450, 23790, 사예, 인연別
新소곡주, 161, 864, 18536367, 123045, 8351, 0, 82051710, 173529, 23654, 186651, 22666, 사예, 신의악단
달료라농부, 170, 917, 18233396, 75323, 504, 0, 69208327, 135604, 25948, 263627, 23670, 사예, 그룹 없음
휴우먼농부, 179, 1029, 18233152, 67268, 2001, 839257, 52666010, 99662, 13200, 839257, 19360, 사예, 그룹 없음
無限성난태균, 107, 643, 18179703, 227540, 6809, 170162, 77416479, 288175, 33404, 491066, 24220, 사예, 그룹 없음
锋침, 38, 346, 18126236, 326875, 8419, 815867, 87047636, 490216, 35953, 1139215, 24023, 사예, 칼팸
锋청하, 139, 761, 17819734, 153987, 1598, 364902, 64807891, 215772, 25475, 749718, 24903, 사예, 칼팸
아빠別, 129, 715, 17797326, 200410, 338, 0, 68411288, 270500, 7012, 1211345, 23060, 사예, 인연別
別용라핀, 149, 801, 17163263, 198305, 1128, 0, 54012006, 220885, 4637, 202697, 13830, 사예, 인연別
SP응삼이, 165, 880, 16882467, 67608, 1338, 804326, 71765650, 161790, 24137, 1323638, 22240, 사예, 그룹 없음
無限쿠이나, 112, 654, 16800537, 217517, 13311, 252697, 68487780, 258740, 32120, 509995, 23720, 사예, 그룹 없음
오전이는농부, 80, 538, 16768881, 264854, 854, 464805, 84283843, 372633, 16243, 464805, 24993, 사예, 그룹 없음
無限혜원, 195, 1185, 16763600, 49011, 1400, 0, 25215907, 49011, 2902, 0, 16793, 양양, 그룹 없음
SP파주형, 175, 1014, 16520916, 56045, 7052, 389305, 53102130, 81675, 34893, 554428, 17173, 사예, 그룹 없음
신상무, 92, 575, 16441951, 205834, 8075, 0, 72975754, 325235, 29796, 225427, 19280, 사예, 신의악단
無限비즈마키, 151, 821, 16091902, 144620, 11241, 452706, 46377435, 182653, 27548, 1018040, 17210, 사예, 그룹 없음
新별빛청하, 156, 852, 16087090, 128923, 9867, 394019, 64784162, 157956, 37414, 599718, 25513, 사예, 신의악단
鋒현, 113, 657, 16083684, 213397, 5855, 451217, 76919436, 268673, 30592, 513711, 22310, 사예, 칼팸
無限koko, 147, 795, 15780839, 186302, 7210, 221355, 50410570, 203117, 26539, 536405, 22863, 사예, 그룹 없음
SP사마선, 125, 701, 15677684, 165861, 2772, 1769091, 68675340, 236505, 20673, 1898016, 22810, 사예, 그룹 없음
武이른새벽, 185, 1047, 15662047, 50008, 9634, 661140, 45816743, 63225, 30258, 1979912, 13510, 사예, 그룹 없음
후니농부, 176, 1015, 15339274, 55655, 605, 0, 52432250, 87439, 24769, 85099, 23400, 사예, 그룹 없음
농부테스형, 190, 1089, 14673718, 60970, 6659, 0, 45764328, 73414, 16508, 0, 20740, 사예, 그룹 없음
민회장, 174, 984, 14458078, 84843, 1250, 0, 69518278, 122368, 11258, 0, 26206, 강동, 신의악단
캔나, 169, 912, 14266325, 116991, 574, 0, 62487025, 141163, 18940, 0, 19573, 양양, 인연別
無限스티브, 180, 1032, 14237446, 68190, 5066, 0, 44726152, 86545, 21011, 1264186, 20470, 사예, 그룹 없음
锋YONe, 126, 704, 13389916, 194231, 3323, 138293, 65812005, 251388, 25106, 464004, 25330, 사예, 칼팸
別난곡사마, 184, 1046, 11756454, 66604, 700, 0, 70958661, 99264, 9524, 257253, 22340, 사예, 인연別
锋지, 183, 1042, 11744061, 38224, 5548, 161673, 71675425, 79438, 31269, 598764, 23660, 양양, 칼팸
緣알바트로스, 200, 1315, 11460520, 0, 3153, 455510, 19477750, 0, 5743, 1426210, 19250, 양양, 인연別부
侯낙양유치원, 137, 756, 11365862, 134215, 700, 515278, 62660361, 236735, 16682, 515278, 23420, 사예, 그룹 없음
휴식라니, 198, 1289, 6283676, 8464, 283, 1313777, 13792973, 9597, 633, 2501432, 4073, 사예, 그룹 없음
活향이, 199, 1310, 3182534, 0, 350, 0, 47990362, 1928, 2742, 85385, 17470, 양양, 신의악단
新옙솔루트, 196, 1247, 2934315, 7448, 35, 0, 12189585, 13980, 6334, 2645107, 13089, 강동, 신의악단
SP부엉이, 60, 459, 1217853, 24363, 543, 0, 86063820, 407391, 27288, 53301, 28420, 양양, 그룹 없음
無限거지왕초, 191, 1093, 18420, 387, 0, 0, 30133690, 69327, 15526, 102137, 15901, 양양, 그룹 없음
