회원, 동맹 공헌 랭킹, 본 서버 공헌 랭킹, 공헌이번 주, 전공이번 주, 협공이번 주, 기부이번 주, 공헌총량, 전공총량, 협공총량, 기부총량, 세력치, 소속 주, 그룹
여호수야, 19, 231, 46951146, 413974, 3961, 0, 117992640, 591332, 18819, 286636, 28320, 양양, 그룹 없음
新서울의밤, 16, 203, 26351222, 410953, 8030, 176585, 108820285, 586580, 46676, 642702, 28570, 양양, 신의악단
別조커, 21, 246, 20952958, 338622, 5743, 225766, 98694251, 536576, 38436, 558991, 27790, 양양, 인연別
新가르나초선, 18, 232, 27066538, 363545, 5302, 0, 109995637, 533001, 27657, 168164, 26870, 양양, 신의악단
장우주, 23, 264, 34061688, 390375, 9170, 0, 91623333, 531624, 35155, 301066, 23760, 양양, 인연別
無限대구장, 27, 293, 34069838, 363254, 9096, 0, 113440852, 522836, 44343, 283843, 29350, 강동, 그룹 없음
SP깐도리, 30, 308, 37488400, 375350, 0, 393003, 87649253, 520539, 7267, 517385, 19740, 양양, 그룹 없음
無限뮤라, 22, 263, 38687719, 353628, 4536, 0, 106533608, 518173, 27457, 256505, 31440, 양양, 그룹 없음
SP용랑, 24, 276, 28222500, 355813, 7042, 0, 82509773, 501482, 32999, 190150, 22670, 양양, 그룹 없음
緣pop, 26, 284, 41895859, 354632, 4746, 515708, 110216926, 493488, 27789, 528636, 28650, 양양, 인연別
锋이야, 25, 280, 23913042, 327113, 10232, 0, 83789219, 488690, 38684, 105009, 27860, 양양, 칼팸
영오농부, 20, 243, 28260700, 336447, 18201, 0, 104750744, 486904, 57539, 220370, 30930, 양양, 그룹 없음
친절한돼지, 28, 297, 22700459, 341999, 6991, 388051, 81605709, 485840, 35694, 575407, 23403, 양양, 인연別
緣열하, 29, 299, 29045929, 325553, 4454, 0, 92229034, 483239, 31395, 209469, 24200, 양양, 인연別
锋급, 34, 312, 27864780, 343452, 4510, 0, 93298071, 481725, 26687, 245440, 28510, 양양, 칼팸
無限조운, 31, 301, 28172425, 305264, 783, 0, 109407197, 477609, 18781, 13866, 27840, 양양, 그룹 없음
緣미니, 32, 305, 33578324, 304345, 6887, 461816, 112302919, 476870, 27301, 522024, 27510, 양양, 인연別
锋투, 35, 314, 22746328, 322522, 5294, 0, 97287473, 469815, 27274, 292389, 30880, 양양, 칼팸
칼가자미, 38, 331, 36696487, 340514, 5515, 418394, 98853833, 469496, 26849, 946305, 26510, 양양, 그룹 없음
緣우룡, 36, 323, 26444183, 303438, 3024, 0, 83660894, 465179, 32270, 320527, 24780, 양양, 인연別
우마왕, 33, 306, 15918646, 326915, 15332, 0, 103364049, 460828, 43690, 414524, 26190, 양양, 그룹 없음
진실장, 42, 349, 42522515, 325942, 930, 0, 116840490, 445039, 22126, 75166, 31490, 양양, 신의악단
緣心엘리시움, 46, 368, 34124197, 264891, 2879, 0, 102364854, 439182, 19985, 203581, 26790, 양양, 인연別
無限동백, 39, 344, 21707740, 261249, 6933, 0, 88895899, 435125, 32181, 656381, 29230, 양양, 그룹 없음
锋도사, 47, 374, 23035226, 289222, 3235, 0, 86083768, 434265, 19531, 177104, 28510, 양양, 칼팸
新시현, 43, 355, 57328122, 292545, 7279, 0, 129440978, 427106, 42784, 199640, 28900, 양양, 신의악단
마스터농부, 41, 348, 21492469, 282324, 588, 194963, 87600691, 426806, 28028, 467940, 22550, 양양, 그룹 없음
锋침, 37, 327, 13007897, 262270, 6549, 815867, 81929297, 425611, 34083, 1139215, 22693, 양양, 칼팸
김크니, 40, 350, 30440003, 275764, 5796, 0, 98090608, 424143, 30663, 653591, 22120, 양양, 신의악단
緣크으응킁, 51, 406, 34069689, 292686, 4211, 116992, 90991761, 421978, 25550, 265890, 27880, 양양, 인연別
锋댕이, 48, 379, 24671069, 240056, 6090, 0, 99015626, 408866, 27324, 219288, 25310, 양양, 칼팸
緣동자, 54, 429, 26422046, 262803, 350, 0, 95593249, 395707, 10944, 0, 28820, 강동, 인연別
緣차슨생, 44, 356, 26629186, 286178, 7110, 0, 97531691, 395682, 39792, 263759, 28580, 양양, 인연別
댈티스, 53, 421, 19726617, 251433, 3881, 494756, 93471019, 393658, 18232, 638750, 24340, 양양, 그룹 없음
新마오타이, 45, 364, 23460091, 224526, 11176, 0, 79044713, 383586, 44575, 336947, 28260, 양양, 신의악단
SP돼지감자, 49, 381, 38764405, 267918, 3120, 175062, 102554014, 383044, 31336, 603450, 23690, 양양, 그룹 없음
锋빠, 57, 455, 22518585, 252910, 800, 0, 70606476, 382287, 13681, 0, 22920, 강동, 칼팸
SPㆍ킹, 58, 460, 23959014, 238464, 1252, 987737, 77217950, 372916, 19507, 987737, 22300, 양양, 그룹 없음
锋두르, 59, 462, 19718528, 153507, 350, 0, 86537121, 368811, 16912, 264129, 28016, 양양, 칼팸
無限알파, 56, 449, 22348127, 239628, 3344, 0, 89301267, 355397, 24827, 251309, 22690, 양양, 그룹 없음
新홍주, 62, 469, 13669397, 201514, 5300, 0, 88093418, 353105, 26375, 133920, 24260, 양양, 신의악단
緣히데자판기, 63, 481, 26157937, 222545, 199, 284143, 88422129, 351397, 20048, 553774, 22600, 양양, 인연別
活새로, 55, 446, 23986550, 234703, 6760, 0, 87133043, 350597, 44740, 272356, 23100, 양양, 신의악단
緣유혹의한영, 50, 395, 23933843, 263582, 4486, 286739, 80278805, 350580, 44458, 569365, 22600, 양양, 인연別
혀누임, 52, 417, 15856012, 209730, 10194, 154334, 73340680, 340841, 41361, 516469, 28760, 양양, 그룹 없음
別삼봉, 68, 497, 14448194, 198940, 4032, 363074, 95528011, 340760, 27282, 567512, 23930, 양양, 인연別
緣춘자, 60, 466, 23141249, 243393, 6084, 0, 87450317, 336006, 28068, 151177, 29290, 양양, 인연別
新블랑, 61, 468, 27426090, 256151, 7136, 0, 80261975, 334991, 32844, 342550, 24610, 양양, 신의악단
別모략가, 65, 482, 29975365, 244281, 8077, 116791, 107796097, 330093, 34635, 561111, 29130, 양양, 인연別
緣진하, 69, 488, 22854509, 231368, 3630, 0, 97747341, 329123, 17625, 381540, 27933, 양양, 인연別
別미추, 74, 509, 20713622, 212519, 710, 0, 75617986, 325814, 23146, 279690, 23320, 양양, 인연別
呂두령, 70, 503, 27842869, 232512, 3983, 0, 85052861, 325394, 21733, 419022, 21550, 양양, 그룹 없음
锋솨, 78, 528, 23998485, 230627, 3470, 101514, 87479320, 321068, 21433, 478937, 28340, 양양, 칼팸
킹넬ㆍ, 81, 538, 29002646, 196090, 2215, 0, 65439948, 318647, 13526, 256662, 19883, 양양, 그룹 없음
新유유, 79, 530, 36748668, 238114, 488, 0, 99309264, 318424, 17367, 299168, 24600, 양양, 신의악단
緣황후펭귄, 66, 495, 22714368, 209807, 6688, 193119, 76388767, 318369, 27644, 545379, 23470, 양양, 인연別
緣동네, 73, 508, 33515436, 237450, 5152, 308138, 105989947, 316100, 29126, 708209, 29500, 양양, 인연別
锋고, 75, 510, 22923635, 213810, 6385, 0, 83310337, 314638, 22712, 0, 27620, 양양, 칼팸
친절한백리단, 67, 487, 25594569, 202403, 5731, 0, 96118933, 313195, 35123, 283405, 29630, 양양, 인연別
친절한땡깡, 71, 505, 24392944, 204189, 8886, 376360, 85625514, 311554, 35268, 643774, 29403, 양양, 인연別
상또, 94, 570, 32471377, 216220, 50, 0, 113806040, 308638, 11923, 100632, 24733, 양양, 그룹 없음
锋신, 88, 558, 25732424, 202178, 4023, 561110, 89517937, 306534, 21410, 585742, 29230, 양양, 칼팸
지누농부, 64, 479, 23795966, 201460, 7308, 0, 82010722, 303789, 33047, 267447, 24200, 양양, 그룹 없음
Lilith, 87, 554, 19630354, 196133, 1260, 0, 67409931, 300817, 17360, 136797, 20180, 양양, 인연別
오전이는농부, 86, 553, 11308975, 192085, 350, 0, 78823937, 299864, 15739, 0, 23243, 양양, 그룹 없음
锋피셜, 77, 521, 23233194, 214581, 4074, 0, 83194947, 298266, 27313, 238279, 25160, 양양, 칼팸
羊그루루루루, 95, 571, 19878846, 196446, 2526, 0, 84988865, 296049, 18444, 5607, 27603, 양양, 그룹 없음
SP포고라니, 85, 551, 17783007, 205129, 7155, 124297, 82281680, 295381, 30132, 425014, 25080, 양양, 그룹 없음
처제새참농부, 76, 514, 23184669, 211645, 3930, 0, 82568106, 294682, 46056, 19830, 21550, 양양, 그룹 없음
超귀신좀비, 80, 534, 20018603, 233585, 4809, 39644, 88604272, 293365, 28922, 102581, 28213, 양양, 그룹 없음
緣무순펭귄, 96, 576, 20473372, 189771, 0, 0, 90830804, 290153, 14269, 444943, 25660, 양양, 인연別
제망량, 93, 569, 20944958, 171766, 7101, 0, 78695447, 289991, 27489, 182059, 26850, 양양, 인연別
삽질장인농부, 90, 562, 28851185, 181306, 677, 0, 97382154, 286414, 21836, 228297, 24930, 양양, 그룹 없음
無限성난냥이, 83, 541, 13352951, 196894, 7838, 279538, 65653855, 284731, 42112, 859305, 23210, 양양, 그룹 없음
신상무, 92, 568, 11980963, 165220, 3024, 0, 68514766, 284621, 24745, 225427, 19060, 양양, 신의악단
緣지니차차, 91, 563, 18179645, 208814, 5479, 0, 78043603, 279605, 39741, 441399, 23530, 양양, 인연別
緣아츠, 97, 586, 20427424, 198816, 3679, 0, 69575797, 278536, 21470, 24257, 22380, 양양, 인연別
緣심바차차, 98, 578, 17075753, 203965, 4312, 0, 72484746, 276131, 35371, 438169, 23570, 양양, 인연別
新캡틴Q, 72, 507, 16555108, 176202, 12265, 0, 83405752, 273665, 61821, 226103, 24940, 양양, 신의악단
緣이게머야, 105, 632, 20206145, 195407, 467, 0, 77670880, 273341, 8871, 211221, 24350, 양양, 인연別
锋다리, 84, 549, 24660511, 209325, 7207, 0, 68330804, 270352, 42938, 143410, 26950, 양양, 칼팸
锋파인, 82, 540, 27668760, 210885, 17401, 381184, 75475655, 269773, 55208, 542065, 24310, 양양, 칼팸
朝우의정, 100, 596, 19439421, 199429, 3216, 0, 82323380, 269132, 21735, 138950, 23563, 양양, 그룹 없음
緣엔프제, 89, 560, 52231470, 138315, 3757, 236525, 132706034, 267593, 25331, 370985, 30440, 양양, 인연別
SP은마아팟, 101, 603, 23040424, 176175, 9784, 402171, 73969915, 259718, 34391, 625175, 24350, 양양, 그룹 없음
緣心시그너스, 106, 636, 34932213, 197486, 4460, 0, 97437195, 258590, 19675, 427112, 26680, 양양, 인연別
無限워니쭈니, 99, 581, 34766770, 155117, 8062, 104562, 102761627, 258037, 37764, 260972, 24690, 양양, 그룹 없음
新시아, 102, 605, 49024355, 158287, 6329, 0, 109756701, 251893, 35832, 198936, 24710, 양양, 신의악단
친절한시내, 103, 623, 15954464, 162807, 3732, 0, 61621674, 243879, 28622, 451273, 23630, 양양, 인연別
锋궁, 109, 646, 21154748, 165582, 4856, 572073, 83222611, 243703, 17483, 624489, 24000, 양양, 칼팸
아련한농부, 113, 669, 22303796, 170949, 333, 0, 87400582, 241778, 16224, 267538, 24110, 양양, 그룹 없음
킹휘ㆍ, 110, 652, 14150618, 175243, 10737, 249027, 66272455, 237250, 32682, 520444, 25960, 양양, 그룹 없음
無限성난태균, 111, 647, 15018693, 174989, 5262, 0, 74255469, 235624, 31857, 320904, 22600, 양양, 그룹 없음
鋒현, 107, 638, 10357202, 175110, 3218, 451217, 71192954, 230386, 27955, 513711, 20890, 양양, 칼팸
無帝라면, 114, 670, 19364703, 128214, 1215, 0, 78836291, 230113, 24856, 266765, 27430, 강동, 그룹 없음
어머나농부, 123, 702, 20851601, 156396, 6855, 0, 68404012, 229868, 17198, 81551, 21163, 양양, 그룹 없음
형수새참농부, 104, 633, 28663307, 172428, 2822, 0, 95641514, 227892, 44779, 105860, 25280, 양양, 그룹 없음
新순하리, 117, 687, 25479693, 160639, 1764, 313029, 59899734, 226967, 22257, 313029, 16830, 강동, 신의악단
緣미남, 116, 675, 21560322, 194002, 3164, 393833, 84116616, 223861, 18104, 598081, 22600, 양양, 인연別
SP왕부하, 118, 680, 23244773, 149335, 4235, 0, 76227993, 219929, 27488, 587978, 22330, 양양, 그룹 없음
锋YONe, 120, 697, 9471975, 161325, 2438, 0, 61894064, 218482, 24221, 325711, 23330, 양양, 칼팸
無限골퍼, 115, 679, 16123082, 151202, 3521, 0, 58497581, 218067, 20963, 83210, 22883, 양양, 그룹 없음
侯이똘망, 129, 727, 29289621, 147492, 937, 796953, 86800978, 217673, 3677, 921303, 27430, 양양, 그룹 없음
SP사마선, 112, 658, 12540358, 144621, 2772, 429407, 65538014, 215265, 20673, 558332, 22810, 양양, 그룹 없음
無限쿠이나, 108, 645, 12719993, 173100, 9296, 252697, 64407236, 214323, 28105, 509995, 21890, 양양, 그룹 없음
新참이슬, 126, 716, 19238347, 144553, 2213, 0, 70838109, 212403, 19404, 126791, 25393, 양양, 신의악단
아빠別, 133, 743, 13855065, 138933, 338, 0, 64469027, 209023, 7012, 1211345, 22710, 양양, 인연別
侯낙양유치원, 128, 723, 6420251, 106361, 0, 515278, 57714750, 208881, 15982, 515278, 22550, 양양, 그룹 없음
侯똘망이, 138, 757, 15913508, 146365, 2002, 0, 71581905, 200764, 9741, 122463, 22710, 양양, 그룹 없음
당돌한농부, 132, 732, 24631532, 157690, 4648, 0, 66616484, 200381, 14059, 0, 21726, 양양, 그룹 없음
SP스랄, 140, 764, 14481108, 87818, 0, 0, 62916469, 196541, 21589, 149427, 18690, 양양, 그룹 없음
神곰탈여우, 122, 696, 16983396, 125586, 8164, 256539, 65820985, 195022, 36529, 603238, 25980, 양양, 그룹 없음
一갓스무디, 134, 751, 19303933, 127261, 1043, 1831701, 61995320, 194838, 17093, 2030426, 19150, 양양, 그룹 없음
잠자는농부, 119, 682, 30001113, 138143, 6875, 0, 85567156, 190731, 29455, 423675, 23170, 양양, 그룹 없음
SP연어, 124, 706, 24486581, 131924, 9886, 0, 77689031, 190177, 27231, 148321, 20863, 양양, 그룹 없음
锋시부, 130, 728, 25940795, 126519, 10838, 0, 57238274, 188431, 33045, 356933, 20500, 양양, 칼팸
锋청하, 131, 729, 7591885, 124344, 1598, 0, 54580042, 186129, 25475, 384816, 22500, 양양, 칼팸
내레이버섯커, 139, 758, 14490627, 135978, 4223, 0, 64679227, 183494, 22031, 320043, 23720, 강동, 그룹 없음
新진로, 125, 715, 33322799, 135056, 7984, 216589, 95890877, 180704, 37302, 499197, 28010, 양양, 신의악단
別용라핀, 150, 818, 15180771, 157312, 712, 0, 52029514, 179892, 4221, 202697, 13830, 양양, 인연別
無限유선, 144, 799, 18043810, 108334, 7092, 145783, 56340221, 177182, 16460, 534713, 24140, 양양, 그룹 없음
別다이아, 121, 685, 32453063, 131226, 11657, 688475, 92909253, 175847, 40017, 760062, 28013, 양양, 인연別
FP시현, 127, 719, 36285287, 141844, 8921, 0, 83485895, 174991, 38726, 418749, 22930, 양양, 신의악단
ST자방, 145, 797, 25139923, 117745, 5992, 605899, 59748777, 172879, 16955, 605899, 23050, 양양, 그룹 없음
軍주노, 137, 754, 14587643, 131040, 2471, 152356, 61734423, 172754, 26229, 532443, 20450, 양양, 그룹 없음
侯짱뚱어, 141, 782, 13720836, 81585, 0, 254129, 49217977, 168079, 21497, 581063, 23720, 양양, 그룹 없음
新하이트, 136, 753, 28991816, 106453, 5972, 0, 87405045, 167271, 30156, 516996, 29250, 강동, 신의악단
別타막, 153, 828, 14129368, 107025, 1512, 121699, 56067917, 166948, 14684, 183093, 19640, 양양, 인연別
無帝곰탈여우, 135, 750, 16242886, 132960, 7696, 277666, 63041482, 165369, 38087, 420816, 26110, 양양, 그룹 없음
無限티파니옹, 157, 847, 29168632, 105510, 983, 0, 100703765, 164205, 6363, 85788, 19520, 양양, 그룹 없음
땡벌농부, 149, 814, 22342775, 117377, 5410, 0, 80173581, 162064, 20788, 0, 23230, 양양, 그룹 없음
비루스, 143, 788, 21124064, 118803, 3567, 886844, 65671847, 160698, 20845, 1054636, 26300, 양양, 그룹 없음
新기네스, 142, 794, 18774520, 134343, 2973, 376763, 59538774, 157101, 26542, 823564, 20203, 양양, 신의악단
無限비즈마키, 146, 801, 11305695, 117371, 8963, 88733, 41591228, 155404, 25270, 654067, 15820, 양양, 그룹 없음
無限koko, 152, 827, 12990593, 135339, 5505, 0, 47620324, 152154, 24834, 315050, 21663, 강하, 그룹 없음
新소곡주, 156, 842, 14273321, 95886, 8351, 0, 77788664, 146370, 23654, 186651, 22150, 양양, 신의악단
新앱솔루트, 147, 803, 8298994, 102306, 8377, 0, 50773576, 146306, 31444, 48578, 22436, 양양, 신의악단
锋은사, 155, 834, 17618850, 95537, 5642, 0, 69913833, 146274, 27722, 140910, 25503, 양양, 칼팸
남유ヘ, 159, 854, 16216493, 101112, 4061, 0, 47757091, 145889, 19777, 368108, 19350, 양양, 그룹 없음
SP응삼이, 160, 855, 8690810, 48743, 638, 0, 63573993, 142925, 23437, 519312, 21970, 양양, 그룹 없음
뇽뇽농부, 161, 859, 26511703, 107556, 7148, 0, 92224847, 142135, 24840, 210412, 27983, 양양, 그룹 없음
無限아이스, 164, 876, 19801519, 110778, 3360, 172987, 61282843, 140950, 15935, 419127, 26630, 양양, 그룹 없음
锋해장, 165, 878, 29271338, 121248, 7468, 215030, 73775701, 140489, 15289, 369217, 24170, 양양, 칼팸
無限호암, 167, 883, 34638115, 94481, 5310, 299188, 72078442, 138277, 22535, 407709, 24253, 양양, 그룹 없음
SP세경, 151, 826, 22741278, 98080, 8140, 0, 79594183, 136370, 38277, 103537, 27403, 양양, 그룹 없음
캔나, 163, 870, 8149400, 109229, 574, 0, 56370100, 133401, 18940, 0, 19283, 양양, 인연別
때찌얌, 148, 812, 33748091, 86920, 13069, 0, 74845726, 132134, 42402, 406787, 26620, 양양, 그룹 없음
新별빛청하, 154, 830, 12096743, 101806, 7716, 208807, 60793815, 130839, 35263, 414506, 24883, 양양, 신의악단
SP수달, 166, 881, 19061997, 85137, 3909, 0, 63656255, 129851, 22472, 617624, 16720, 양양, 그룹 없음
新마주, 158, 860, 21297471, 84592, 6783, 188146, 73673062, 126593, 37150, 602465, 23660, 양양, 신의악단
無限알터, 168, 899, 18937065, 54153, 907, 0, 48914600, 118101, 21486, 124024, 18542, 양양, 그룹 없음
新진빔레몬, 162, 867, 13529772, 100053, 13505, 389469, 56895927, 111439, 34452, 512110, 23820, 양양, 신의악단
달료라농부, 169, 910, 12232985, 48951, 0, 0, 63207916, 109232, 25444, 263627, 23160, 양양, 그룹 없음
민회장, 174, 962, 6765263, 70173, 350, 0, 61825463, 107698, 10358, 0, 25540, 강동, 신의악단
緣心삼성우승, 170, 914, 23387296, 48856, 1869, 0, 61167220, 102506, 19918, 358681, 25303, 강동, 인연別
新크러시, 171, 935, 11185395, 78555, 1610, 0, 66449358, 100513, 28870, 657725, 16620, 양양, 신의악단
別난곡사마, 182, 1031, 11014986, 51276, 350, 0, 70217193, 83936, 9174, 257253, 22340, 양양, 인연別
휴우먼농부, 180, 1026, 15289060, 49324, 1210, 0, 49721918, 81718, 12409, 0, 20963, 양양, 그룹 없음
SP파주형, 172, 950, 9527844, 56045, 6702, 0, 46109058, 81675, 34543, 165123, 17153, 양양, 그룹 없음
無限아귀, 183, 1043, 20996554, 38950, 1836, 0, 61566312, 79914, 9758, 22429, 16843, 강동, 그룹 없음
新처음처럼, 173, 957, 23195030, 65963, 12442, 1436477, 71832563, 77961, 38466, 2294655, 23410, 강동, 신의악단
無限회장, 184, 1046, 18647174, 61418, 770, 589783, 62374386, 77484, 10280, 879679, 18190, 양양, 그룹 없음
锋지, 176, 991, 10173318, 35682, 5548, 161673, 70104682, 76896, 31269, 598764, 23663, 양양, 칼팸
친절한개백정, 185, 1055, 34152831, 56385, 2471, 548755, 78475173, 76151, 9346, 630971, 15350, 양양, 인연別
누이새참농부, 179, 1025, 17279946, 44972, 350, 1249567, 53071304, 75809, 27752, 1486006, 20800, 양양, 그룹 없음
無帝제갈송, 178, 1004, 34791192, 43954, 5713, 0, 72817682, 74635, 27695, 343745, 19080, 양양, 그룹 없음
후니농부, 177, 995, 10942879, 41327, 101, 0, 48035855, 73111, 24265, 85099, 23400, 양양, 그룹 없음
無限스티브, 181, 1029, 8810119, 53803, 1476, 0, 39298825, 72158, 17421, 1264186, 20190, 양양, 그룹 없음
無限오리꽥꽥, 186, 1056, 25600872, 19445, 0, 0, 78671300, 62409, 18129, 155415, 18380, 양양, 그룹 없음
SP전설방패, 191, 1120, 43819856, 50099, 2328, 200161, 93069682, 58983, 5457, 380985, 26360, 양양, 그룹 없음
锋와직염, 187, 1057, 33212584, 37149, 700, 751435, 69906531, 56026, 25316, 1613667, 18710, 양양, 칼팸
농부테스형, 190, 1106, 12216730, 43109, 2743, 0, 43307340, 55553, 12592, 0, 20320, 양양, 그룹 없음
初한라산, 189, 1093, 27988831, 32487, 3074, 0, 67187208, 53405, 16197, 0, 17320, 양양, 신의악단
武이른새벽, 188, 1060, 14772507, 32689, 8614, 661140, 44927203, 45906, 29238, 1979912, 13510, 양양, 그룹 없음
無限혜원, 193, 1169, 13727852, 43310, 350, 0, 22180159, 43310, 1852, 0, 14680, 양양, 그룹 없음
힘으로해결, 175, 978, 22592318, 23781, 15722, 200102, 82692588, 40335, 62442, 617464, 27400, 강동, 그룹 없음
新어차피, 192, 1164, 19301653, 35109, 350, 457983, 49971361, 38839, 2999, 534694, 17196, 양양, 신의악단
新옙솔루트, 195, 1232, 2934315, 7448, 35, 0, 12189585, 13980, 6334, 2645107, 13089, 강동, 신의악단
가평군의무, 196, 1253, 19073273, 3296, 0, 0, 39362077, 9302, 7067, 1676511, 14430, 양양, 그룹 없음
휴식라니, 197, 1284, 2398029, 5524, 0, 0, 9907326, 6657, 350, 1187655, 3870, 양양, 그룹 없음
無双곰찬, 194, 1174, 282744, 1827, 750, 0, 797574, 2568, 1210, 0, 10333, 양양, 그룹 없음
緣알바트로스, 198, 1305, 7680835, 0, 2453, 455510, 15698065, 0, 5043, 1426210, 17605, 양양, 인연別부
