회원, 동맹 공헌 랭킹, 본 서버 공헌 랭킹, 공헌이번 주, 전공이번 주, 협공이번 주, 기부이번 주, 공헌총량, 전공총량, 협공총량, 기부총량, 세력치, 소속 진영, 그룹
라스웰, 135, 757, 19799625, 122267, 12410, 0, 103295376, 504221, 50170, 144705, 21309, 서촉, 하마
여호수야, 20, 156, 19767025, 292130, 0, 0, 186615363, 1564938, 17139, 921590, 31943, 사예, 전룡제후
아련한농부, 64, 396, 19696314, 213081, 0, 0, 134328932, 932569, 15909, 0, 25540, 사예, 영농조합
기미사, 51, 327, 19634232, 300963, 0, 0, 153824564, 1055577, 29869, 625580, 31200, 사예, 주점
巛키리야스, 58, 361, 19603863, 217997, 453, 0, 144440664, 944593, 42459, 1291405, 34583, 사예, 질주
酒정뱅이, 53, 333, 19333410, 227125, 550, 0, 131488623, 992741, 63477, 124346, 31720, 사예, 주점
無帝곰탈여우, 84, 471, 18992605, 188183, 8343, 0, 135329563, 777746, 69839, 0, 32105, 서촉, 그룹 없음
마스터농부, 42, 271, 18637102, 259550, 350, 99713, 133481382, 1126063, 50461, 701554, 30730, 사예, 영농조합
巛태리, 105, 601, 18441853, 151342, 0, 0, 116566669, 663308, 37433, 859810, 31403, 사예, 질주
巛픽션, 71, 421, 18413071, 223799, 540, 0, 172112112, 847319, 44086, 643353, 34300, 사예, 질주
神곰탈여우, 137, 767, 18413045, 135438, 8990, 0, 115205169, 459251, 88130, 0, 30523, 사예, 그룹 없음
탱구, 151, 837, 18361276, 120610, 581, 0, 150407932, 433194, 14908, 355009, 26430, 서촉, 하마
처제새참농부, 98, 572, 18014567, 144261, 50, 0, 164738141, 685511, 38840, 208580, 35363, 사예, 영농조합
巛한라, 10, 86, 18011258, 357738, 1172, 0, 174110214, 1787705, 43276, 500240, 31280, 사예, 질주
SP파주형, 145, 796, 17979963, 122055, 1050, 0, 95382986, 445491, 43724, 605571, 25570, 사예, 전룡제후
無限성난태균, 93, 509, 17721076, 191872, 101, 0, 128343001, 813568, 28424, 860149, 30230, 사예, 무한
無限워니쭈니, 60, 366, 17718935, 232888, 328, 0, 162505347, 960789, 36261, 709257, 33520, 사예, 무한
無限알터, 23, 171, 17705522, 362804, 500, 204930, 168792101, 1471977, 51515, 1189809, 27190, 사예, 무한
에그맨, 130, 718, 17618598, 172247, 4002, 0, 135742987, 513436, 62154, 506425, 21356, 서촉, 하마
無限동백, 35, 237, 17614862, 235649, 504, 1903620, 136261857, 1233229, 54144, 2975527, 33060, 사예, 무한
無限오리꽥꽥, 138, 769, 17585695, 116815, 252, 1151310, 131167029, 464089, 53130, 2647614, 30700, 사예, 무한
때찌얌, 107, 613, 17552124, 205931, 850, 0, 128187242, 616510, 57931, 1288621, 31913, 사예, 영농조합
이스턴, 147, 801, 17429322, 97007, 9183, 0, 95661526, 455975, 39769, 402001, 21583, 서촉, 하마
잠자는농부, 67, 400, 17426902, 240627, 250, 0, 177199646, 872173, 49634, 131086, 33900, 사예, 영농조합
지누농부, 54, 335, 17099075, 257335, 100, 0, 137619806, 1012874, 47188, 621237, 33110, 사예, 영농조합
無限대박, 78, 453, 16960655, 234952, 1650, 1099877, 198660524, 866600, 21366, 4335309, 39420, 서촉, 무한
푸른해, 28, 202, 16828066, 269272, 3863, 0, 163256539, 1368510, 53320, 251337, 36490, 서촉, 하마
巛에데, 119, 670, 16715967, 99043, 958, 0, 115747461, 573980, 46603, 544152, 32470, 사예, 질주
YUNONE, 74, 433, 16577274, 202456, 3620, 0, 129266523, 885085, 48625, 305665, 26580, 사예, 주점
당돌한농부, 90, 503, 16468399, 164996, 0, 0, 120498436, 774760, 36418, 619647, 29090, 사예, 영농조합
無限유선, 142, 790, 16448350, 119523, 50, 0, 109051775, 433455, 40762, 1052267, 31480, 사예, 무한
無帝라면, 70, 420, 16437998, 227424, 350, 0, 150578837, 861807, 34834, 652731, 35016, 사예, 그룹 없음
듀크라이너, 182, 1009, 16026829, 97983, 2114, 0, 85125251, 260537, 25482, 757301, 22306, 서촉, 하마
너혼자레벨업, 148, 810, 16016019, 149399, 4767, 0, 87637909, 427702, 49241, 568112, 23890, 서촉, 하마
한무제유철, 99, 580, 15969735, 137159, 5862, 0, 171167400, 691322, 52036, 657359, 34538, 서촉, 하마
농부테스형, 113, 644, 15846771, 119832, 50, 0, 115424659, 594141, 43548, 462348, 30700, 사예, 영농조합
희안사, 83, 476, 15824550, 209746, 2348, 391583, 149427139, 817708, 66200, 957628, 32676, 사예, 주점
지와빠, 86, 484, 15647676, 171677, 1800, 0, 136714150, 783246, 54539, 365951, 31520, 서촉, 하마
呂두령, 72, 425, 15622050, 226039, 0, 0, 121076409, 890562, 28096, 717228, 25210, 사예, 전룡제후
SP전설방패, 185, 1023, 14654881, 82817, 0, 0, 160754995, 244433, 30557, 1888351, 32820, 사예, 전룡제후
無限골퍼, 87, 485, 14630954, 205184, 109, 0, 123480427, 788278, 29778, 395448, 29210, 사예, 무한
RZ무리안, 75, 435, 14538139, 263838, 4315, 0, 141186862, 891173, 22103, 253607, 14530, 서촉, 하마
으따뭐시다요, 127, 712, 14495826, 176288, 5627, 0, 90460663, 540351, 45582, 318399, 21094, 서촉, 하마
巛두루이드, 115, 653, 14493005, 119455, 50, 0, 117289998, 590554, 50755, 510113, 32400, 사예, 질주
SP은마아팟, 80, 456, 14479176, 164298, 0, 0, 105943900, 813075, 31833, 643232, 28970, 사예, 전룡제후
SP부엉이, 68, 418, 14394397, 225907, 1018, 0, 112716377, 878186, 37697, 762591, 26860, 사예, 전룡제후
궤도민수, 177, 966, 14302225, 72495, 6899, 0, 101988690, 291703, 42869, 662640, 26040, 서촉, 하마
巛Aka, 94, 544, 14300705, 156025, 1450, 0, 150452940, 738309, 42840, 738532, 30011, 사예, 질주
천신공, 143, 791, 13994471, 124093, 3066, 0, 91368794, 425742, 70551, 4256168, 18996, 서촉, 그룹 없음
공대생농부, 191, 1142, 13957965, 44566, 101, 5832455, 85375621, 133298, 3716, 11213975, 21690, 사예, 영농조합
無限스티브, 157, 880, 13914078, 107897, 0, 0, 103603571, 333828, 38938, 3667021, 35640, 사예, 무한
侯이똘망, 52, 332, 13903510, 199654, 101, 0, 158358317, 1043464, 42753, 795132, 32810, 사예, 전룡제후
众야차, 41, 270, 13870085, 254202, 0, 0, 136055736, 1152824, 34313, 540504, 36610, 사예, 주점
달빛군주, 73, 429, 13821646, 233850, 2292, 0, 173945869, 861029, 19030, 485583, 34930, 서촉, 하마
友조르바, 123, 692, 13820456, 135865, 374, 0, 83526177, 536003, 53454, 441460, 19493, 사예, 그룹 없음
巛진소한, 61, 376, 13672127, 226490, 0, 0, 129266025, 961276, 31741, 799946, 31390, 사예, 질주
众사치, 37, 248, 13583289, 235411, 886, 0, 140349236, 1274669, 31116, 284829, 32420, 사예, 주점
SP사마선, 85, 478, 13315825, 131129, 350, 602867, 127396871, 821756, 24973, 1313682, 25490, 사예, 전룡제후
관음사, 125, 696, 13252209, 133336, 350, 0, 102502357, 543589, 34265, 1407303, 26860, 사예, 주점
弓꽃노숙, 199, 1290, 13151815, 843, 0, 1421441, 42668216, 843, 532, 6945431, 26983, 서촉, 하마
巛감토, 158, 883, 13129399, 83879, 0, 0, 121651352, 353846, 34533, 1893067, 32473, 사예, 질주
酒보연사, 186, 1062, 13104468, 53103, 100, 363412, 90083774, 179711, 44884, 6410469, 27393, 서촉, 주점
별난I칼라I, 160, 891, 12800947, 98511, 9959, 0, 98832176, 359318, 40793, 0, 23470, 서촉, 하마
無限티파니옹, 59, 364, 12715336, 245882, 2495, 0, 153969221, 977810, 30838, 184523, 27723, 서촉, 무한
酒파인, 131, 727, 12692789, 150931, 1236, 0, 99504812, 490801, 58084, 425571, 27680, 사예, 주점
골뱅이조조, 136, 760, 12335389, 117247, 8497, 0, 94612591, 486963, 48831, 126730, 30626, 서촉, 하마
無限아이스, 170, 929, 12110474, 78238, 4071, 0, 92534077, 309492, 46873, 924055, 31532, 서촉, 무한
킹넬ㆍ, 101, 588, 11947266, 175435, 0, 0, 80937980, 663702, 27444, 316204, 23820, 사예, 그룹 없음
후니농부, 126, 710, 11720352, 132704, 400, 0, 108389632, 535738, 37907, 948874, 31243, 사예, 영농조합
巛궁귀, 140, 788, 11474432, 88064, 1612, 0, 115138915, 435272, 51299, 1427693, 29180, 사예, 질주
달료라농부, 97, 569, 11437965, 192509, 50, 0, 115670741, 699933, 38548, 1733881, 31460, 사예, 영농조합
어머나농부, 114, 650, 11398013, 165406, 450, 0, 102332578, 663847, 34429, 126562, 28340, 사예, 영농조합
남유ヘ, 139, 785, 11321848, 96486, 1849, 0, 97731876, 481438, 21944, 248556, 27342, 서촉, 그룹 없음
酒시부, 129, 715, 10790147, 124838, 0, 0, 91694635, 498243, 53914, 369433, 23610, 사예, 주점
정경, 188, 1107, 10776461, 33184, 3635, 0, 94073448, 144244, 30848, 427130, 24311, 파군, 하마
酒퍼슈수, 102, 589, 10748295, 184240, 320, 0, 128824252, 673963, 34751, 2660791, 30400, 사예, 주점
神폭주레드홍, 132, 743, 10691342, 86412, 0, 0, 94961155, 505762, 55334, 104348, 29763, 사예, 무한
巛르브론, 109, 615, 10662227, 146635, 0, 1836406, 97491432, 708864, 14106, 4115741, 23783, 사예, 질주
기숙사, 167, 917, 10629511, 64362, 0, 0, 74425832, 341688, 23631, 1304439, 25340, 사예, 주점
軍주노, 128, 713, 10441075, 115879, 10045, 0, 81188685, 525975, 52255, 451789, 21129, 서촉, 그룹 없음
비루스, 81, 457, 10435815, 213632, 350, 0, 122666010, 830717, 28606, 205930, 32330, 사예, 무한
無限호암, 159, 889, 10428896, 120491, 0, 97844, 91600111, 371248, 29081, 1138417, 29980, 사예, 무한
반달가슴용, 106, 607, 10394426, 138123, 419, 975829, 110608643, 654651, 22515, 2499248, 35230, 사예, 무한
兄용왕고래, 194, 1211, 10250808, 15264, 350, 0, 55216299, 39031, 24657, 2790704, 22260, 서촉, 하마
아이유애나, 175, 959, 10247835, 99215, 1560, 0, 74630976, 296031, 35334, 1881493, 18631, 서촉, 하마
ST자방, 165, 908, 9790958, 120380, 0, 0, 88547192, 355717, 24858, 482800, 25140, 서촉, 그룹 없음
딱구, 110, 618, 9317762, 160205, 2592, 0, 102314065, 649114, 39915, 568221, 27791, 서촉, 하마
巛두둥, 163, 900, 8916929, 63136, 2843, 0, 93513054, 336408, 38686, 1181975, 24690, 사예, 질주
巛양고기, 192, 1178, 8715770, 60652, 700, 0, 61239797, 99873, 5051, 0, 26090, 사예, 질주
스누피모모, 172, 940, 8629263, 100144, 2982, 0, 115719638, 332294, 29836, 398770, 22990, 서촉, 하마
侯똘망이, 95, 546, 8564200, 132454, 146, 0, 126808931, 740040, 31835, 578053, 24630, 사예, 전룡제후
삽질장인농부, 103, 595, 8393038, 162500, 350, 0, 115672850, 691223, 29023, 596591, 24110, 사예, 영농조합
투쌈, 141, 789, 8256386, 120153, 695, 0, 84225595, 478630, 20830, 31491, 24880, 서촉, 하마
흑색의용, 176, 965, 8196886, 54793, 336, 0, 85378778, 320126, 13066, 356330, 30610, 서촉, 하마
SP스랄, 117, 667, 8178466, 143812, 0, 0, 109335199, 588491, 37488, 478595, 26060, 사예, 전룡제후
侯낙양유치원, 69, 419, 7900437, 158773, 0, 0, 120481351, 893234, 25767, 1218864, 29590, 사예, 전룡제후
킹휘ㆍ, 133, 750, 7890276, 65545, 2597, 0, 94408225, 485996, 54651, 613362, 26013, 사예, 그룹 없음
휴우먼농부, 180, 998, 7668425, 84087, 0, 0, 67954561, 277346, 15638, 767327, 21700, 사예, 영농조합
쉬는농부, 88, 499, 7519959, 150809, 341, 0, 154613345, 788489, 22713, 460402, 33050, 사예, 영농조합
뇽뇽농부, 168, 918, 7486120, 113567, 0, 0, 73094921, 341874, 34836, 677370, 26306, 사예, 영농조합
众조선한량, 183, 1012, 7103103, 109395, 1353, 0, 71156459, 243273, 30865, 127253, 18850, 사예, 주점
無限koko, 134, 753, 6971712, 138001, 500, 0, 72331484, 493524, 42607, 3111527, 22060, 사예, 무한
군주봉, 178, 967, 6929367, 79826, 3099, 0, 82928005, 312738, 12959, 0, 21530, 서촉, 하마
해장사, 174, 945, 6528600, 107272, 0, 0, 48050266, 335623, 11425, 215117, 28880, 사예, 주점
풀푸리농부, 146, 799, 6475368, 123834, 700, 0, 75184029, 446265, 30265, 655774, 20330, 사예, 영농조합
巛우드, 179, 968, 6243225, 61850, 350, 0, 74286759, 276138, 36552, 467223, 22380, 사예, 질주
풀프리농부, 162, 899, 6197224, 120687, 350, 0, 92680252, 350867, 30646, 0, 19580, 사예, 영농조합
無限비즈마키, 144, 792, 5972129, 100765, 200, 173235, 67764527, 429474, 44620, 987932, 21280, 사예, 무한
巛눈웃음씨, 154, 849, 4916242, 91227, 0, 442731, 76555570, 390069, 42111, 1106566, 20470, 사예, 질주
귤, 169, 928, 4841454, 56815, 700, 0, 132705975, 292976, 41927, 0, 35180, 사예, 영농조합
누이새참농부, 187, 1090, 4523754, 28623, 100, 0, 68815646, 169338, 4103, 2921671, 27526, 서촉, 영농조합
휴식라니, 171, 933, 3805919, 62122, 151, 2678776, 44736521, 321355, 20498, 14344808, 10950, 사예, 그룹 없음
酒청하淸, 181, 1003, 3410175, 54844, 50, 0, 68710024, 260357, 26693, 1455537, 21550, 사예, 주점
巛룡, 150, 836, 3333287, 66143, 0, 302103, 76315572, 391036, 40877, 1208013, 23023, 사예, 질주
SP왕부하, 166, 914, 2755355, 57958, 101, 0, 90353230, 342558, 28599, 781508, 26830, 사예, 전룡제후
SP응삼이, 156, 875, 2640259, 53089, 0, 0, 89567787, 374965, 22464, 1126369, 26400, 사예, 전룡제후
無限거지왕초, 190, 1129, 1843035, 35177, 521, 0, 47363476, 136664, 14908, 1035045, 19350, 서촉, 무한
無限마쉬, 195, 1229, 688609, 10112, 0, 8633769, 24118825, 10620, 25529, 32084962, 15770, 서촉, 무한
無限회남자, 196, 1230, 351017, 5345, 0, 8379586, 22565617, 10252, 21382, 28597307, 14150, 서촉, 무한
狂견, 193, 1205, 300473, 11997, 0, 27095700, 42534719, 61734, 29859, 75219893, 18380, 파군, 질주
킹느ㆍ, 200, , 0, 0, 0, 0, 910828, 0, 0, 0, 1976, 파군, 그룹 없음
巛순신, 198, 1278, 0, 0, 0, 0, 3780425, 0, 4032, 0, 8760, 파군, 질주
