회원, 동맹 공헌 랭킹, 본 서버 공헌 랭킹, 공헌이번 주, 전공이번 주, 협공이번 주, 기부이번 주, 공헌총량, 전공총량, 협공총량, 기부총량, 세력치, 소속 주, 그룹
新시현, 41, 370, 17485827, 113956, 2275, 0, 89598683, 248517, 37780, 199640, 28040, 양양, 신의악단
緣크으응킁, 58, 442, 10807777, 118720, 0, 0, 67729849, 248012, 21339, 148898, 25070, 양양, 인연別
진실장, 49, 404, 20181624, 126807, 76, 0, 94499599, 245904, 21272, 75166, 30373, 양양, 신의악단
新마오타이, 37, 348, 8277019, 86694, 1613, 0, 63861641, 245754, 35012, 336947, 24720, 양양, 신의악단
SPㆍ킹, 59, 445, 8615099, 108956, 552, 987737, 61874035, 243408, 18807, 987737, 21963, 양양, 그룹 없음
新홍주, 54, 424, 4674750, 90461, 1856, 0, 79098771, 242052, 22931, 133920, 23420, 양양, 신의악단
锋빠, 60, 455, 8770654, 111922, 800, 0, 56858545, 241299, 13681, 0, 22900, 강동, 그룹 없음
댈티스, 57, 441, 7332270, 94960, 504, 270352, 81076672, 237185, 14855, 414346, 23460, 양양, 그룹 없음
SP부엉이, 56, 436, 12041042, 117645, 1142, 0, 73283105, 233115, 23182, 53301, 25240, 양양, 그룹 없음
마스터농부, 47, 392, 11365805, 86597, 350, 194963, 77474027, 231079, 27790, 467940, 22263, 양양, 그룹 없음
김크니, 48, 399, 15568661, 80629, 1512, 0, 83219266, 229008, 26379, 653591, 21940, 양양, 신의악단
緣히데자판기, 63, 464, 5611672, 96083, 199, 284143, 67875864, 224935, 20048, 553774, 22380, 양양, 인연別
無限알파, 55, 435, 9042168, 105945, 774, 0, 75995308, 221714, 22257, 251309, 22490, 양양, 그룹 없음
혀누임, 46, 388, 6089527, 85821, 2102, 154334, 63574195, 216932, 33269, 516469, 28140, 양양, 그룹 없음
別미추, 68, 483, 10671278, 98310, 710, 0, 65575642, 211605, 23146, 279690, 23220, 양양, 인연別
緣엔프제, 62, 463, 17920592, 79278, 1142, 0, 98395156, 208556, 22716, 134460, 29113, 양양, 인연別
緣차슨생, 52, 415, 9538274, 95599, 1226, 0, 80440779, 205103, 33908, 263759, 26960, 양양, 인연別
活새로, 53, 422, 7726456, 88805, 1972, 0, 70872949, 204699, 39952, 272356, 23220, 양양, 신의악단
킹넬ㆍ, 74, 524, 13073714, 81108, 756, 0, 49511016, 203665, 12067, 256662, 18173, 양양, 그룹 없음
別모략가, 69, 498, 16424952, 113655, 1470, 116791, 94245684, 199467, 28028, 561111, 28030, 양양, 인연別
緣황후펭귄, 66, 473, 9109023, 87821, 2278, 193119, 62783422, 196383, 23234, 545379, 21730, 양양, 인연別
緣유혹의한영, 51, 408, 10828898, 108558, 958, 128137, 67173860, 195556, 40930, 410763, 22640, 양양, 인연別
처제새참농부, 64, 479, 9639474, 111948, 0, 0, 69022911, 194985, 42126, 19830, 20670, 양양, 그룹 없음
SP돼지감자, 61, 458, 23091178, 76859, 600, 175062, 86880787, 191985, 28816, 603450, 23610, 양양, 그룹 없음
侯낙양유치원, 79, 559, 5522588, 88740, 0, 515278, 56817087, 191260, 15982, 515278, 22250, 양양, 그룹 없음
锋솨, 78, 552, 8004885, 96200, 1001, 101514, 71485720, 186641, 18964, 478937, 27503, 양양, 그룹 없음
삽질장인농부, 72, 517, 14660514, 79741, 677, 0, 83191483, 184849, 21836, 228297, 23000, 양양, 그룹 없음
신상무, 75, 529, 6655873, 64833, 0, 0, 63189676, 184234, 21721, 225427, 19000, 양양, 신의악단
지누농부, 65, 469, 6225724, 81755, 504, 0, 64440480, 184084, 26243, 267447, 23700, 양양, 그룹 없음
別삼봉, 80, 560, 3935218, 41182, 0, 363074, 85015035, 183002, 23250, 567512, 24050, 양양, 인연別
羊그루루루루, 84, 566, 8246508, 83062, 1092, 0, 73356527, 182665, 17010, 5607, 26420, 양양, 그룹 없음
친절한백리단, 70, 502, 8102672, 70816, 1245, 0, 78627036, 181608, 30637, 283405, 27950, 양양, 인연別
제망량, 81, 563, 8661171, 61512, 2350, 0, 66411660, 179737, 22738, 182059, 21890, 양양, 인연別
緣춘자, 73, 521, 9641710, 85558, 1652, 0, 73950778, 178171, 23636, 151177, 27010, 양양, 인연別
無限성난냥이, 71, 510, 5938603, 90303, 2568, 225151, 58239507, 178140, 36842, 804918, 23210, 양양, 그룹 없음
SP스랄, 101, 614, 13507761, 67375, 0, 0, 61943122, 176098, 21589, 149427, 18690, 양양, 그룹 없음
無帝라면, 90, 582, 4453397, 73083, 0, 0, 63924985, 174982, 23641, 266765, 22390, 양양, 그룹 없음
緣진하, 76, 544, 9073994, 77091, 1279, 0, 83966826, 174846, 15274, 381540, 27970, 양양, 인연別
Lilith, 83, 564, 13540357, 70045, 756, 0, 61319934, 174729, 16856, 136797, 20120, 양양, 인연別
锋고, 82, 565, 6956240, 72078, 1712, 0, 67342942, 172906, 18039, 0, 21853, 양양, 그룹 없음
오전이는농부, 85, 567, 3217405, 63356, 0, 0, 70732367, 171135, 15389, 0, 21623, 양양, 그룹 없음
锋신, 96, 601, 10661243, 66567, 1506, 561110, 74446756, 170923, 18893, 585742, 26210, 양양, 그룹 없음
新캡틴Q, 67, 481, 3647303, 70506, 4558, 0, 70497947, 167969, 54114, 226103, 23180, 양양, 신의악단
新참이슬, 104, 631, 10249480, 99119, 900, 0, 61849242, 166969, 18091, 126791, 22910, 양양, 신의악단
SP포고라니, 91, 583, 6293866, 74747, 980, 124297, 70792539, 164999, 23957, 425014, 22030, 양양, 그룹 없음
呂두령, 87, 573, 9577738, 71917, 451, 0, 66787730, 164799, 18201, 419022, 19030, 양양, 그룹 없음
锋피셜, 77, 548, 7830303, 80179, 1017, 0, 67792056, 163864, 24256, 238279, 23630, 양양, 그룹 없음
緣동네, 89, 577, 13966482, 83490, 382, 308138, 86440993, 162140, 24356, 708209, 24960, 양양, 인연別
SP은마아팟, 95, 623, 10072170, 77844, 703, 266761, 61001661, 161387, 25310, 489765, 22720, 양양, 그룹 없음
新시아, 92, 585, 23386795, 67186, 605, 0, 84119141, 160792, 30108, 198936, 22870, 양양, 신의악단
新유유, 99, 609, 10611999, 79664, 350, 0, 73172595, 159974, 17229, 299168, 23290, 양양, 신의악단
緣무순펭귄, 100, 612, 12011951, 59343, 0, 0, 82369383, 159725, 14269, 444943, 24500, 양양, 인연別
친절한땡깡, 88, 575, 7900479, 51878, 2110, 376360, 69133049, 159243, 28492, 643774, 26623, 양양, 인연別
無限워니쭈니, 86, 572, 12055721, 53950, 1678, 104562, 80050578, 156870, 31380, 260972, 23220, 양양, 그룹 없음
상또, 111, 690, 12308150, 60483, 0, 0, 93642813, 152901, 11873, 100632, 24730, 양양, 그룹 없음
어머나농부, 114, 669, 7427709, 74921, 3040, 0, 54980120, 148393, 13383, 81551, 20740, 양양, 그룹 없음
新블랑, 97, 605, 8365419, 69446, 200, 0, 61201304, 148286, 25908, 342550, 23510, 양양, 신의악단
緣아츠, 103, 629, 9469178, 68025, 478, 0, 58617551, 147745, 18269, 24257, 21763, 양양, 인연別
锋다리, 93, 591, 11783988, 84139, 756, 0, 55454281, 145166, 36487, 143410, 24590, 양양, 그룹 없음
锋궁, 109, 653, 5473204, 65161, 1491, 572073, 67541067, 143282, 14118, 624489, 22380, 양양, 그룹 없음
SP응삼이, 107, 648, 8690810, 48743, 0, 0, 63573993, 142925, 22799, 519312, 21770, 양양, 그룹 없음
緣心시그너스, 116, 673, 13506675, 81256, 0, 0, 76011657, 142360, 15215, 427112, 24700, 양양, 인연別
超귀신좀비, 98, 607, 4953105, 80804, 854, 39644, 73538774, 140584, 24967, 102581, 27463, 양양, 그룹 없음
锋파인, 94, 597, 7937798, 80508, 3192, 381184, 55744693, 139396, 40999, 542065, 22093, 양양, 그룹 없음
侯짱뚱어, 108, 651, 6896249, 51816, 0, 178665, 42393390, 138310, 21497, 505599, 23720, 양양, 그룹 없음
緣지니차차, 105, 633, 5211348, 66407, 1293, 0, 65075306, 137198, 35555, 441399, 23330, 양양, 인연別
新하이트, 110, 656, 14631948, 76223, 350, 0, 73045177, 137041, 24534, 516996, 28710, 양양, 신의악단
緣이게머야, 129, 734, 11998701, 54736, 0, 0, 69463436, 132670, 8404, 211221, 23890, 양양, 인연別
친절한시내, 106, 642, 6740392, 51195, 756, 0, 52407602, 132267, 25646, 451273, 22950, 양양, 인연別
朝우의정, 115, 671, 12371138, 60723, 101, 0, 75255097, 130426, 18620, 138950, 23360, 양양, 그룹 없음
SP왕부하, 118, 674, 11259697, 59158, 252, 0, 64242917, 129752, 23505, 587978, 21953, 양양, 그룹 없음
無限성난태균, 112, 666, 9673200, 68416, 222, 0, 68909976, 129051, 26817, 320904, 22600, 양양, 그룹 없음
無限골퍼, 120, 686, 3849733, 59475, 602, 0, 46224232, 126340, 18044, 83210, 20020, 양양, 그룹 없음
형수새참농부, 102, 625, 11937577, 70300, 120, 0, 78915784, 125764, 42077, 105860, 23050, 양양, 그룹 없음
킹휘ㆍ, 117, 675, 5329287, 63100, 1892, 0, 57451124, 125107, 23837, 271417, 23503, 양양, 그룹 없음
锋청하, 119, 688, 3315275, 62097, 857, 0, 50303432, 123882, 24734, 384816, 22550, 양양, 그룹 없음
緣심바차차, 113, 668, 4994444, 51443, 605, 0, 60403437, 123609, 31664, 438169, 23450, 양양, 인연別
新순하리, 126, 719, 11503493, 55919, 0, 313029, 45923534, 122247, 20493, 313029, 16490, 양양, 신의악단
锋YONe, 121, 695, 4502359, 64525, 1023, 0, 56924448, 121682, 22806, 325711, 22313, 양양, 그룹 없음
아빠別, 137, 775, 7525453, 49220, 237, 0, 58139415, 119310, 6911, 1211345, 22550, 양양, 인연別
無限알터, 127, 722, 10446138, 54153, 0, 0, 40423673, 118101, 20579, 124024, 17920, 양양, 그룹 없음
神곰탈여우, 123, 698, 6793258, 46969, 1008, 256539, 55630847, 116405, 29373, 603238, 25120, 양양, 그룹 없음
侯이똘망, 140, 794, 15321098, 45114, 350, 377967, 72832455, 115295, 3090, 502317, 26750, 양양, 그룹 없음
無限티파니옹, 139, 791, 15948036, 56469, 474, 0, 87483169, 115164, 5854, 85788, 18683, 양양, 그룹 없음
無限쿠이나, 122, 696, 3636909, 72311, 756, 252697, 55324152, 113534, 19565, 509995, 18890, 양양, 그룹 없음
땡벌농부, 134, 760, 10339342, 67569, 1466, 0, 68170148, 112256, 16844, 0, 21930, 양양, 그룹 없음
一갓스무디, 136, 766, 8274037, 44594, 0, 140919, 50965424, 112171, 16050, 339644, 18810, 양양, 그룹 없음
내레이버섯커, 133, 753, 7178180, 63503, 1710, 0, 57366780, 111019, 19518, 320043, 20450, 양양, 그룹 없음
민회장, 144, 806, 3507791, 70173, 0, 0, 58567991, 107698, 10008, 0, 20820, 양양, 신의악단
锋시부, 132, 750, 9253864, 45530, 756, 0, 40551343, 107442, 22963, 356933, 19750, 양양, 그룹 없음
緣미남, 131, 749, 5571721, 76344, 2044, 393833, 68128015, 106203, 16984, 598081, 22543, 양양, 인연別
無限유선, 146, 816, 6696907, 35737, 1512, 145783, 44993318, 104585, 10880, 534713, 22500, 양양, 그룹 없음
鋒현, 125, 706, 4139150, 48805, 1202, 451217, 64974902, 104081, 25939, 513711, 20790, 양양, 그룹 없음
SP사마선, 124, 703, 7240546, 33089, 0, 429407, 60238202, 103733, 17901, 558332, 22910, 양양, 그룹 없음
잠자는농부, 128, 731, 20428953, 48945, 1008, 0, 75994996, 101533, 23588, 423675, 23150, 양양, 그룹 없음
ST자방, 151, 833, 5496984, 42546, 2212, 0, 40105838, 97680, 13175, 0, 20943, 양양, 그룹 없음
別타막, 153, 838, 4632841, 36651, 0, 121699, 46571390, 96574, 13172, 183093, 19640, 양양, 인연別
아련한농부, 152, 835, 2626462, 25393, 232, 0, 67723248, 96222, 16123, 267538, 23710, 양양, 그룹 없음
SP연어, 147, 820, 8956224, 37029, 1613, 0, 62158674, 95282, 18958, 148321, 19933, 양양, 그룹 없음
侯똘망이, 158, 858, 10796835, 39476, 132, 0, 66465232, 93875, 7871, 122463, 22530, 양양, 그룹 없음
비루스, 142, 803, 3278774, 50985, 0, 303613, 47826557, 92880, 17278, 471405, 24750, 양양, 그룹 없음
당돌한농부, 156, 844, 11812245, 49912, 1932, 0, 53797197, 92603, 11343, 0, 21460, 양양, 그룹 없음
달료라농부, 141, 796, 4383728, 28146, 0, 0, 55358659, 88427, 25444, 263627, 22860, 양양, 그룹 없음
別용라핀, 163, 897, 9020136, 65526, 100, 0, 45868879, 88106, 3609, 202697, 13850, 양양, 인연別
新진로, 135, 765, 11629799, 41456, 1613, 216589, 74197877, 87104, 30931, 499197, 25650, 양양, 신의악단
無帝곰탈여우, 138, 788, 5413876, 51887, 1008, 277666, 52212472, 84296, 31399, 420816, 24870, 양양, 그룹 없음
別다이아, 130, 736, 9933657, 36994, 2034, 150643, 70389847, 81615, 30394, 222230, 23753, 양양, 인연別
緣心삼성우승, 148, 819, 10481967, 26937, 350, 0, 48261891, 80587, 18399, 358681, 22370, 양양, 인연別
軍주노, 143, 830, 3924257, 38833, 350, 152356, 51071037, 80547, 24108, 532443, 20030, 양양, 그룹 없음
無限아귀, 167, 913, 10650423, 38950, 0, 0, 51220181, 79914, 7922, 22429, 13873, 양양, 그룹 없음
남유ヘ, 160, 881, 7536354, 33425, 378, 0, 39076952, 78202, 16094, 368108, 17990, 양양, 그룹 없음
新마주, 149, 829, 11751026, 34535, 1239, 188146, 64126617, 76536, 31606, 602465, 21760, 양양, 신의악단
新기네스, 150, 828, 8388881, 53568, 96, 0, 49153135, 76326, 23665, 446801, 17910, 양양, 신의악단
锋은사, 159, 869, 10567110, 24174, 1358, 0, 62862093, 74911, 23438, 140910, 24070, 양양, 그룹 없음
FP시현, 145, 813, 24618870, 40828, 1512, 0, 71819478, 73975, 31317, 418749, 21810, 양양, 신의악단
뇽뇽농부, 165, 901, 12812421, 37280, 1415, 0, 78525565, 71859, 19107, 210412, 25370, 양양, 그룹 없음
新앱솔루트, 154, 841, 3553427, 25871, 952, 0, 46028009, 69871, 24019, 48578, 22233, 양양, 신의악단
캔나, 161, 885, 2226264, 44350, 82, 0, 50446964, 68522, 18448, 0, 19183, 양양, 인연別
無限아이스, 174, 930, 12315063, 38336, 1106, 172987, 53796387, 68508, 13681, 419127, 23960, 양양, 그룹 없음
無限호암, 172, 925, 10476827, 24635, 932, 299188, 47917154, 68431, 18157, 407709, 23060, 양양, 그룹 없음
無限비즈마키, 166, 910, 5262357, 30196, 764, 88733, 35547890, 68229, 17071, 654067, 15640, 양양, 그룹 없음
때찌얌, 155, 843, 9578083, 22292, 1470, 0, 50675718, 67506, 30803, 406787, 25320, 양양, 그룹 없음
SP세경, 157, 846, 7375224, 28918, 1820, 0, 64228129, 67208, 31957, 103537, 27020, 양양, 그룹 없음
新소곡주, 169, 920, 3589203, 16304, 1260, 0, 67104546, 66788, 16563, 186651, 21730, 양양, 신의악단
SP수달, 168, 915, 9555552, 21407, 504, 0, 54149810, 66121, 19067, 617624, 16613, 양양, 그룹 없음
锋지, 164, 898, 7748321, 21891, 1390, 161673, 67679685, 63105, 27111, 598764, 23103, 양양, 그룹 없음
無限오리꽥꽥, 170, 922, 13616805, 19445, 0, 0, 66687233, 62409, 18129, 155415, 18863, 양양, 그룹 없음
锋해장, 182, 974, 12102348, 42824, 1302, 215030, 56606711, 62065, 9123, 369217, 22700, 양양, 그룹 없음
無限koko, 171, 932, 6515768, 43928, 1407, 0, 41145499, 60743, 20736, 315050, 20753, 강하, 그룹 없음
無限거지왕초, 176, 953, 2443079, 17408, 50, 0, 23342641, 59848, 14770, 102137, 15136, 양양, 그룹 없음
新크러시, 173, 927, 3120511, 36616, 756, 0, 58384474, 58574, 28016, 657725, 16606, 양양, 신의악단
新별빛청하, 162, 891, 4699364, 27262, 1512, 208807, 53396436, 56295, 29059, 414506, 23470, 양양, 신의악단
누이새참농부, 179, 957, 6311041, 25181, 350, 261173, 42102399, 56018, 27752, 497612, 20700, 양양, 그룹 없음
無帝제갈송, 177, 956, 15389454, 23113, 1520, 0, 53415944, 53794, 23502, 343745, 18550, 양양, 그룹 없음
휴우먼농부, 183, 993, 7707784, 18183, 1210, 0, 42140642, 50577, 12409, 0, 21573, 양양, 그룹 없음
新진빔레몬, 181, 965, 5734989, 39117, 1899, 389469, 49101144, 50503, 22846, 512110, 21110, 양양, 신의악단
別난곡사마, 184, 1023, 4944963, 15100, 350, 0, 64147170, 47760, 9174, 257253, 22340, 양양, 인연別
SP파주형, 175, 951, 4063992, 19174, 1578, 0, 40645206, 44804, 29419, 165123, 17153, 양양, 그룹 없음
후니농부, 178, 955, 5097180, 13014, 101, 0, 42190156, 44798, 24265, 85099, 23100, 양양, 그룹 없음
친절한개백정, 188, 1075, 15200535, 18872, 0, 548755, 59522877, 38638, 6875, 630971, 15150, 양양, 인연別
無限스티브, 186, 1047, 5123227, 15411, 450, 0, 35611933, 33766, 16395, 1264186, 19950, 양양, 그룹 없음
無限회장, 191, 1094, 16454246, 15057, 0, 589783, 60181458, 31123, 9510, 879679, 18070, 양양, 그룹 없음
初한라산, 189, 1079, 11542885, 8542, 50, 0, 50741262, 29460, 13173, 0, 17320, 양양, 신의악단
锋와직염, 185, 1025, 10056556, 9877, 350, 378465, 46750503, 28754, 24966, 1240697, 16830, 양양, 그룹 없음
농부테스형, 192, 1108, 7166346, 13776, 1008, 0, 38256956, 26220, 10857, 0, 19270, 양양, 그룹 없음
武이른새벽, 187, 1050, 6576754, 10271, 1428, 661140, 36731450, 23488, 22052, 1979912, 13410, 양양, 그룹 없음
SP전설방패, 193, 1166, 16170981, 12881, 0, 0, 65420807, 21765, 3129, 180824, 20640, 양양, 그룹 없음
힘으로해결, 180, 962, 3073053, 1961, 2478, 0, 63173323, 18515, 49198, 417362, 22772, 강동, 그룹 없음
新처음처럼, 190, 1084, 12554382, 5481, 1862, 0, 61191915, 17479, 27886, 858178, 22969, 강동, 신의악단
新어차피, 194, 1188, 14756436, 7077, 0, 457983, 45426144, 10807, 2649, 534694, 14590, 양양, 신의악단
가평군의무, 196, 1208, 7216480, 1403, 0, 0, 27505284, 7409, 7067, 1676511, 14430, 양양, 그룹 없음
新옙솔루트, 195, 1201, 556164, 0, 35, 0, 9811434, 6532, 6334, 2645107, 13092, 강동, 신의악단
휴식라니, 198, 1297, 518994, 418, 0, 0, 8028291, 1551, 350, 1187655, 4390, 양양, 그룹 없음
新하이네켄, 200, , 29583, 0, 0, 0, 40236, 0, 0, 0, 180, 양양, 신의악단
無限혜원, 199, 1298, 8005764, 0, 0, 0, 16458071, 0, 1502, 0, 11560, 양양, 그룹 없음
緣알바트로스, 197, 1290, 5419, 0, 1050, 455510, 8022649, 0, 3640, 1426210, 14860, 양양, 인연別부
