회원, 동맹 공헌 랭킹, 본 서버 공헌 랭킹, 공헌이번 주, 전공이번 주, 협공이번 주, 기부이번 주, 공헌총량, 전공총량, 협공총량, 기부총량, 세력치, 소속 주, 그룹
別미추, 75, 509, 13918628, 151505, 710, 0, 68822992, 264800, 23146, 279690, 23320, 양양, 인연別
緣진하, 73, 499, 18341405, 162569, 3209, 0, 93234237, 260324, 17204, 381540, 27870, 양양, 인연別
삽질장인농부, 77, 517, 27409433, 151183, 677, 0, 95940402, 256291, 21836, 228297, 24930, 양양, 그룹 없음
처제새참농부, 70, 481, 16010909, 169913, 3930, 0, 75394346, 252950, 46056, 19830, 20670, 양양, 그룹 없음
緣무순펭귄, 88, 545, 18606732, 152489, 0, 0, 88964164, 252871, 14269, 444943, 25020, 양양, 인연別
锋신, 91, 557, 18969680, 147662, 3267, 561110, 82755193, 252018, 20654, 585742, 26730, 양양, 칼팸
呂두령, 82, 530, 19441917, 157761, 3079, 0, 76651909, 250643, 20829, 419022, 20290, 양양, 그룹 없음
緣동네, 83, 532, 29333118, 169082, 3682, 308138, 101807629, 247732, 27656, 708209, 29140, 양양, 인연別
상또, 95, 578, 29373285, 154407, 0, 0, 110707948, 246825, 11873, 100632, 24730, 양양, 그룹 없음
锋피셜, 76, 516, 17694292, 161629, 3978, 0, 77656045, 245314, 27217, 238279, 25160, 양양, 칼팸
오전이는농부, 89, 547, 7337968, 137137, 0, 0, 74852930, 244916, 15389, 0, 22323, 양양, 그룹 없음
锋고, 84, 534, 15271065, 143276, 5594, 0, 75657767, 244104, 21921, 0, 25900, 양양, 칼팸
SP포고라니, 85, 537, 13521069, 153735, 7155, 124297, 78019742, 243987, 30132, 425014, 23770, 양양, 그룹 없음
新유유, 92, 560, 22146408, 163217, 488, 0, 84707004, 243527, 17367, 299168, 23280, 양양, 신의악단
신상무, 87, 542, 9782920, 124003, 2016, 0, 66316723, 243404, 23737, 225427, 18960, 양양, 신의악단
친절한땡깡, 80, 527, 18471259, 135940, 7808, 376360, 79703829, 243305, 34190, 643774, 27263, 양양, 인연別
新캡틴Q, 65, 467, 9570086, 144085, 8618, 0, 76420730, 241548, 58174, 226103, 24420, 양양, 신의악단
緣엔프제, 74, 508, 32912518, 112090, 3323, 0, 113387082, 241368, 24897, 134460, 29450, 양양, 인연別
제망량, 94, 573, 15249217, 117508, 6310, 0, 72999706, 235733, 26698, 182059, 23330, 양양, 인연別
羊그루루루루, 98, 592, 15950954, 128556, 2324, 0, 81060973, 228159, 18242, 5607, 26520, 양양, 그룹 없음
超귀신좀비, 90, 552, 11968541, 166848, 3556, 39644, 80554210, 226628, 27669, 102581, 27873, 양양, 그룹 없음
锋파인, 81, 528, 17540896, 163245, 14503, 381184, 65347791, 222133, 52310, 542065, 23500, 양양, 칼팸
朝우의정, 97, 591, 16407487, 148713, 2410, 0, 79291446, 218416, 20929, 138950, 23360, 양양, 그룹 없음
锋다리, 86, 540, 19058287, 155667, 6199, 0, 62728580, 216694, 41930, 143410, 25750, 양양, 칼팸
緣心시그너스, 106, 624, 21094104, 153185, 4110, 0, 83599086, 214289, 19325, 427112, 26880, 양양, 인연別
緣심바차차, 99, 594, 11596317, 141282, 2807, 0, 67005310, 213448, 33866, 438169, 23450, 양양, 인연別
無限워니쭈니, 93, 568, 26592025, 110502, 6655, 104562, 94586882, 213422, 36357, 260972, 22980, 양양, 그룹 없음
緣이게머야, 111, 649, 17450729, 134814, 117, 0, 74915464, 212748, 8521, 211221, 24290, 양양, 인연別
緣지니차차, 96, 584, 11609315, 141212, 4499, 0, 71473273, 212003, 38761, 441399, 23330, 양양, 인연別
侯낙양유치원, 109, 642, 6420251, 106361, 0, 515278, 57714750, 208881, 15982, 515278, 22570, 양양, 그룹 없음
Lilith, 102, 612, 15165100, 104034, 1260, 0, 62944677, 208718, 17360, 136797, 20180, 양양, 인연別
锋궁, 105, 623, 17083416, 129783, 3778, 572073, 79151279, 207904, 16405, 624489, 23980, 양양, 칼팸
SP은마아팟, 101, 611, 16324731, 120059, 7442, 266761, 67254222, 203602, 32049, 489765, 23050, 양양, 그룹 없음
緣아츠, 103, 618, 16761713, 123281, 2923, 0, 65910086, 203001, 20714, 24257, 21780, 양양, 인연別
新시아, 100, 610, 46431407, 104196, 4601, 0, 107163753, 197802, 34104, 198936, 23450, 양양, 신의악단
킹휘ㆍ, 107, 637, 10516755, 135150, 8820, 249027, 62638592, 197157, 30765, 520444, 25220, 양양, 그룹 없음
SP스랄, 119, 680, 14481108, 87818, 0, 0, 62916469, 196541, 21589, 149427, 18690, 양양, 그룹 없음
친절한시내, 104, 617, 10730648, 114506, 3732, 0, 56397858, 195578, 28622, 451273, 23470, 양양, 인연別
어머나농부, 122, 690, 12074494, 120716, 6805, 0, 59626905, 194188, 17148, 81551, 20740, 양양, 그룹 없음
無帝라면, 114, 662, 8917496, 88526, 515, 0, 68389084, 190425, 24156, 266765, 25290, 강동, 그룹 없음
無限성난태균, 113, 657, 12427935, 123275, 4254, 0, 71664711, 183910, 30849, 320904, 22600, 양양, 그룹 없음
아련한농부, 124, 694, 16749259, 112845, 333, 0, 81846045, 183674, 16224, 267538, 23910, 양양, 그룹 없음
SP왕부하, 118, 678, 17114017, 108141, 2765, 0, 70097237, 178735, 26018, 587978, 22230, 양양, 그룹 없음
緣미남, 120, 682, 14464110, 147638, 3164, 393833, 77020404, 177497, 18104, 598081, 22740, 양양, 인연別
新참이슬, 128, 711, 15127918, 107581, 1621, 0, 66727680, 175431, 18812, 126791, 25256, 강동, 신의악단
锋YONe, 121, 684, 7230587, 117601, 2088, 0, 59652676, 174758, 23871, 325711, 22810, 양양, 칼팸
SP사마선, 112, 653, 10369711, 101498, 2016, 429407, 63367367, 172142, 19917, 558332, 22810, 양양, 그룹 없음
鋒현, 115, 664, 7416433, 114745, 2462, 451217, 68252185, 170021, 27199, 513711, 20790, 양양, 칼팸
형수새참농부, 108, 639, 22698077, 114444, 2822, 0, 89676284, 169908, 44779, 105860, 23050, 양양, 그룹 없음
無限쿠이나, 110, 645, 8627182, 127453, 7258, 252697, 60314425, 168676, 26067, 509995, 19933, 양양, 그룹 없음
侯짱뚱어, 125, 697, 12714897, 81585, 0, 254129, 48212038, 168079, 21497, 581063, 23720, 양양, 그룹 없음
無限골퍼, 123, 692, 6549811, 98670, 3521, 0, 48924310, 165535, 20963, 83210, 21963, 양양, 그룹 없음
神곰탈여우, 116, 670, 12494634, 95984, 7156, 256539, 61332223, 165420, 35521, 603238, 25880, 양양, 그룹 없음
내레이버섯커, 131, 716, 10762266, 117361, 4223, 0, 60950866, 164877, 22031, 320043, 20903, 양양, 그룹 없음
아빠別, 138, 762, 11696221, 93727, 338, 0, 62310183, 163817, 7012, 1211345, 22610, 양양, 인연別
侯이똘망, 140, 772, 23494980, 89374, 801, 595926, 81006337, 159555, 3541, 720276, 27113, 양양, 그룹 없음
锋청하, 129, 712, 4986176, 96782, 1563, 0, 51974333, 158567, 25440, 384816, 22550, 양양, 칼팸
당돌한농부, 137, 756, 20607603, 113193, 4648, 0, 62592555, 155884, 14059, 0, 21510, 양양, 그룹 없음
新순하리, 134, 745, 17942669, 89036, 1225, 313029, 52362710, 155364, 21718, 313029, 16790, 강동, 신의악단
侯똘망이, 142, 776, 13734359, 100892, 1246, 0, 69402756, 155291, 8985, 122463, 22490, 양양, 그룹 없음
잠자는농부, 117, 674, 28145639, 98773, 6567, 0, 83711682, 151361, 29147, 423675, 23150, 양양, 그룹 없음
SP연어, 130, 717, 16208960, 90130, 8374, 0, 69411410, 148383, 25719, 148321, 19883, 양양, 그룹 없음
無限유선, 141, 773, 11588434, 79292, 7092, 145783, 49884845, 148140, 16460, 534713, 22860, 양양, 그룹 없음
新진로, 126, 706, 25397669, 100747, 6689, 216589, 87965747, 146395, 36007, 499197, 27850, 양양, 신의악단
新하이트, 132, 723, 19150334, 85148, 3386, 0, 77563563, 145966, 27570, 516996, 28870, 강동, 신의악단
锋시부, 136, 755, 19929966, 83531, 8255, 0, 51227445, 145443, 30462, 356933, 20500, 양양, 칼팸
一갓스무디, 144, 781, 12548079, 76489, 0, 1563329, 55239466, 144066, 16050, 1762054, 19010, 양양, 그룹 없음
SP응삼이, 139, 765, 8690810, 48743, 638, 0, 63573993, 142925, 23437, 519312, 21970, 양양, 그룹 없음
別용라핀, 154, 821, 13365440, 119401, 466, 0, 50214183, 141981, 3975, 202697, 13830, 양양, 인연別
땡벌농부, 146, 787, 17032996, 91103, 5410, 0, 74863802, 135790, 20788, 0, 21930, 양양, 그룹 없음
無限티파니옹, 159, 841, 21449184, 75227, 983, 0, 92984317, 133922, 6363, 85788, 18700, 양양, 그룹 없음
無帝곰탈여우, 133, 743, 10833148, 100964, 6688, 277666, 57631744, 133373, 37079, 420816, 25370, 양양, 그룹 없음
ST자방, 153, 818, 15474636, 73969, 5236, 0, 50083490, 129103, 16199, 0, 22190, 양양, 그룹 없음
FP시현, 135, 747, 34058658, 95313, 7409, 0, 81259266, 128460, 37214, 418749, 21810, 양양, 신의악단
캔나, 150, 803, 7135964, 102613, 574, 0, 55356664, 126785, 18940, 0, 19283, 양양, 인연別
비루스, 147, 793, 9219107, 82042, 2776, 886844, 53766890, 123937, 20054, 1054636, 25300, 양양, 그룹 없음
別다이아, 127, 708, 23104428, 78718, 10215, 150643, 83560618, 123339, 38575, 222230, 25673, 양양, 인연別
新앱솔루트, 143, 789, 6916824, 77082, 5440, 0, 49391406, 121082, 28507, 48578, 22233, 양양, 신의악단
新기네스, 145, 783, 13477198, 97713, 2112, 0, 54241452, 120471, 25681, 446801, 18470, 양양, 신의악단
別타막, 165, 867, 8285263, 59317, 756, 121699, 50223812, 119240, 13928, 183093, 19640, 양양, 인연別
無限아이스, 163, 856, 16549527, 88710, 2688, 172987, 58030851, 118882, 15263, 419127, 25060, 양양, 그룹 없음
無限알터, 155, 825, 15905805, 54153, 907, 0, 45883340, 118101, 21486, 124024, 18342, 양양, 그룹 없음
軍주노, 148, 796, 9581936, 76337, 1960, 152356, 56728716, 118051, 25718, 532443, 20430, 양양, 그룹 없음
無限koko, 157, 827, 10661990, 100652, 4648, 0, 45291721, 117467, 23977, 315050, 20703, 강하, 그룹 없음
無限비즈마키, 152, 815, 8037177, 77972, 7151, 88733, 38322710, 116005, 23458, 654067, 15660, 양양, 그룹 없음
新소곡주, 160, 847, 9099808, 63827, 7308, 0, 72615151, 114311, 22611, 186651, 22010, 양양, 신의악단
남유ヘ, 162, 852, 12050147, 68562, 3211, 0, 43590745, 113339, 18927, 368108, 18190, 양양, 그룹 없음
뇽뇽농부, 161, 853, 19434942, 77414, 5713, 0, 85148086, 111993, 23405, 210412, 25730, 양양, 그룹 없음
SP세경, 149, 799, 13814101, 71140, 7160, 0, 70667006, 109430, 37297, 103537, 27220, 양양, 그룹 없음
민회장, 171, 905, 6465662, 70173, 350, 0, 61525862, 107698, 10358, 0, 24720, 강동, 신의악단
無限호암, 169, 893, 21677909, 61027, 4525, 299188, 59118236, 104823, 21750, 407709, 23760, 양양, 그룹 없음
锋해장, 170, 902, 18853694, 84465, 6441, 215030, 63358057, 103706, 14262, 369217, 23530, 양양, 칼팸
SP수달, 167, 880, 17742843, 58744, 3859, 0, 62337101, 103458, 22422, 617624, 16660, 양양, 그룹 없음
달료라농부, 164, 864, 7512953, 42563, 0, 0, 58487884, 102844, 25444, 263627, 22960, 양양, 그룹 없음
때찌얌, 151, 806, 22392033, 57429, 10927, 0, 63489668, 102643, 40260, 406787, 26420, 양양, 그룹 없음
新마주, 158, 831, 14511670, 60175, 6027, 188146, 66887261, 102176, 36394, 602465, 23160, 양양, 신의악단
锋은사, 166, 876, 13946046, 49490, 5642, 0, 66241029, 100227, 27722, 140910, 24520, 양양, 칼팸
新별빛청하, 156, 826, 7164875, 70789, 6708, 208807, 55861947, 99822, 34255, 414506, 24223, 양양, 신의악단
緣心삼성우승, 172, 908, 12980562, 28423, 819, 0, 50760486, 82073, 18868, 358681, 23369, 강동, 인연別
無限아귀, 179, 981, 10650423, 38950, 786, 0, 51220181, 79914, 8708, 22429, 13873, 양양, 그룹 없음
新크러시, 174, 934, 8453470, 57704, 1260, 0, 63717433, 79662, 28520, 657725, 16606, 양양, 신의악단
新진빔레몬, 168, 888, 9086352, 63912, 10871, 389469, 52452507, 75298, 31818, 512110, 22670, 양양, 신의악단
锋지, 173, 935, 9896238, 33692, 4078, 161673, 69827602, 74906, 29799, 598764, 23263, 양양, 칼팸
휴우먼농부, 183, 999, 11071270, 36051, 1210, 0, 45504128, 68445, 12409, 0, 20963, 양양, 그룹 없음
無限거지왕초, 180, 990, 7858760, 25335, 50, 0, 28758322, 67775, 14770, 102137, 15898, 양양, 그룹 없음
누이새참농부, 181, 991, 11002418, 34228, 350, 1249567, 46793776, 65065, 27752, 1486006, 20800, 양양, 그룹 없음
SP파주형, 175, 941, 7225236, 39276, 5742, 0, 43806450, 64906, 33583, 165123, 17153, 양양, 그룹 없음
후니농부, 177, 957, 7007935, 33071, 101, 0, 44100911, 64855, 24265, 85099, 23100, 양양, 그룹 없음
無帝제갈송, 178, 973, 24125586, 33903, 5713, 0, 62152076, 64584, 27695, 343745, 18700, 양양, 그룹 없음
無限오리꽥꽥, 182, 995, 19494141, 19445, 0, 0, 72564569, 62409, 18129, 155415, 18380, 양양, 그룹 없음
別난곡사마, 186, 1038, 7881105, 29449, 350, 0, 67083312, 62109, 9174, 257253, 22340, 양양, 인연別
無限회장, 188, 1045, 17792855, 44079, 420, 589783, 61520067, 60145, 9930, 879679, 18070, 양양, 그룹 없음
無限스티브, 184, 1018, 6552646, 36157, 1394, 0, 37041352, 54512, 17339, 1264186, 20190, 양양, 그룹 없음
친절한개백정, 191, 1083, 26378136, 31865, 1827, 548755, 70700478, 51631, 8702, 630971, 15250, 양양, 인연別
初한라산, 189, 1068, 23071534, 24895, 2318, 0, 62269911, 45813, 15441, 0, 17320, 양양, 신의악단
锋와직염, 185, 1036, 21491768, 24998, 350, 751435, 58185715, 43875, 24966, 1613667, 17630, 양양, 칼팸
SP전설방패, 194, 1148, 23067496, 27158, 909, 200161, 72317322, 36042, 4038, 380985, 24730, 양양, 그룹 없음
농부테스형, 192, 1114, 10851225, 23377, 2555, 0, 41941835, 35821, 12404, 0, 20120, 양양, 그룹 없음
武이른새벽, 187, 1042, 14181945, 21124, 7186, 661140, 44336641, 34341, 27810, 1979912, 13510, 양양, 그룹 없음
힘으로해결, 176, 946, 15740999, 17485, 12705, 0, 75841269, 34039, 59425, 417362, 24313, 강동, 그룹 없음
無限혜원, 196, 1177, 12794171, 28427, 350, 0, 21246478, 28427, 1852, 0, 13720, 양양, 그룹 없음
新어차피, 195, 1168, 17505482, 22026, 0, 457983, 48175190, 25756, 2649, 534694, 17090, 양양, 신의악단
新처음처럼, 190, 1080, 17789401, 12695, 9410, 1436477, 66426934, 24693, 35434, 2294655, 23189, 강동, 신의악단
가평군의무, 197, 1230, 15463712, 3296, 0, 0, 35752516, 9302, 7067, 1676511, 14430, 양양, 그룹 없음
휴식라니, 199, 1262, 2398029, 5524, 0, 0, 9907326, 6657, 350, 1187655, 3870, 양양, 그룹 없음
新옙솔루트, 198, 1233, 2561985, 0, 35, 0, 11817255, 6532, 6334, 2645107, 13092, 강동, 신의악단
無双곰찬, 193, 1139, 110673, 1827, 0, 0, 625503, 2568, 460, 0, 10276, 양양, 그룹 없음
緣알바트로스, 200, 1305, 1904938, 0, 1802, 455510, 9922168, 0, 4392, 1426210, 16150, 양양, 인연別부
